"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,-0.0257318508134815,0.00481923001157116,-0.0266393040128636,-0.030334234785516,-0.0296507394522386,-0.0378814997847525,-0.0321766541042037,-0.0165517304207829,-0.0165262497471328,-0.00458074496295423,-0.0132100778911787,-0.0103016903019078,-0.0242441683601935,-0.00190698833882934,-0.00445176934454487,-0.0181874227786664,0.00685242818869198,-0.0256317266726606,-0.0174770620718369,-0.0420289633889451,-0.0175352080152655,-0.0288086153402559,0.00594046967888151,-0.0514015578386269,-0.0215438153254277,-0.0243990339935577,-0.0286656304375264,-0.0109641873996377,-0.0428009203714615,-0.019169640916019,0.0113779437010343,-0.0379155952920887,0.0386625654967466,-0.0262704590106475,-0.0305162882985164,-0.0585005439655695,-0.0487503036488458,-0.0608513707727431,-0.043400827285281,-0.0240910252190204,-0.0489830233122885,-0.00667918974697009,0.0060382483676195,0.0586739129826915,-0.03275538675671,0.0400932618095,-0.0146496869554812,0.177999300497689
