"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,0.0176687469861884,0.0185371658236227,-0.113808949665581,0.0152267972091035,0.0166233004420681,0.0100575129312007,0.00916843191388246,0.00999950448200814,0.0233515595961402,0.0340191172073071,0.0271441513873583,0.0222041422445078,0.00232791110926244,0.0201511340627151,0.0263770515839396,-0.0603858136084488,-0.0132139105985087,0.0102075201357761,0.0325996944345501,0.0192638655854288,0.0221919819046682,0.0210877144322235,0.0193275066831048,-0.00149844322770934,0.014951110419707,0.0156480073231082,0.0165078940366422,0.0113659761880561,0.0146311384775952,-0.0185217159196742,-0.0552946352963316,-0.0466391085012883,-0.00206954908126102,0.00926581319830529,0.0294969941493644,0.00768996578071956,0.0297426331731646,0.0126370260683581,0.0358432483208687,0.0432943302735459,-0.0511966286527686,-0.161759038535825,0.342520305399826,-0.231605897280945,0.0110859519738375,0.0162432873325411
