"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.0187644386633042,-0.0292570795297885,-0.0147748759335882,0.040783643457735,0.0846496479211124,0.0183358228569765,-0.0330767441270146,-0.0515558995575427,-0.0318200523169819,0.000525233750895651,0.0296464373397439,0.030933112282458,-0.00487388412303016,-0.0483667590278626,-0.0591637447878926,-0.0361965304262164,0.0234859593815573,0.0182326179115886,0.0158763084005201,0.0166109641914992,0.0236058545284471,0.0154056485644952,-0.0158893540774017,-0.0149126694877405,-0.00995188914234953,-0.00148643888746043,0.00212356485521122,-0.0305159796430714,0.00137336472125908,-0.0228062143925528,-0.0222074276440768,0.00396076891219217,0.020190881602462,0.00125798663785882,-0.0210020851407315,-0.00914706423134303,0.00190955951767165,-0.015939090110952,-0.00714463833825546,-0.0644396576314738,-0.0343995480078488,-0.059277335384315,-0.0739787897611009,-0.0566917250556114,0.151872877919104
