population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
17996,1,-0.0344999639017693,-0.0384817969289744,-0.0427290854913203,-0.0472418295888231,-0.0520200292214721,-0.0570636843892602,-0.0623727950922115,-0.0679473613302806,-0.0731251914503988,-0.0752575188401465,-0.0736821518463904,-0.0683990904691383,-0.059408334708392,-0.0467098845641436,-0.0303037400364161,-0.00902875312688156,0.0200314111388993,0.0480251471494677,0.0608252957477955,0.0553321313993154,0.0347827140992205,0.0121252838282109,-0.00793156242211257,-0.0197902175372171,-0.0239637387838281,-0.0241957777278525,-0.0213469016767709,-0.0135345262437419,-0.00147348949590498,0.008207126894197,0.00679359819721359,-0.00846060009868665,-0.0301342839490921,-0.0450227231209652,-0.0435829897594155,-0.026317158023569,-0.00231635136496688,0.0176541918590418,0.0276243119923931,-1,-1,-1,-1,-1,-1,-1,-1
10346,1,0.00144133908428445,-0.00263933534647265,-0.00699205473927345,-0.0116168190941299,-0.0165136284110381,-0.02168248268999,-0.0271233819309979,-0.0328363261340536,-0.0388213152991597,-0.044724282697683,-0.0491289614150925,-0.0516812847227497,-0.0523812526206608,-0.0512288651088206,-0.048224122187233,-0.0433670238558972,-0.0366575701148104,-0.0282528266766424,-0.0188350121521905,-0.00876588254329791,0.00192932195050277,0.0131012597450009,0.0242048598027589,0.0344869857495822,0.0434259626522722,0.050944826997382,0.0571441565031692,0.0618008999948838,0.0641588276006835,0.0633134595333376,0.0589717456629533,0.052015214504495,0.0444022400212427,0.0383785848895393,0.0353507677733584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10342,1,-0.0181613365669984,-0.0171805752225023,-0.0161344297883708,-0.0150229002646065,-0.0138459866512091,-0.0126036889481784,-0.0112960071555144,-0.00992294127321869,-0.00848449130128826,-0.0070184592059781,-0.00567605285230144,-0.00449507420651174,-0.00347552326860834,-0.00261740003859101,-0.00192070451646131,-0.00138543670221614,-0.0010115965958597,-0.00078923387982055,-0.000685372905757431,-0.000726623607161248,-0.000945384176301411,-0.0012685984844174,-0.00150205941645365,-0.00145664336577922,-0.00110705723707194,-0.000623494347988585,-0.000235748043268647,-5.69641329226656e-05,-3.2925558532515e-05,-5.04450318892236e-05,-7.55429282299769e-05,-0.00017141764200912,-0.000386998010680317,-0.000654658230978988,-0.000830524849884551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10339,1,-0.0326238354971342,-0.0386775537398307,-0.0451348531987503,-0.0519957338738468,-0.0592601957650873,-0.0669282388725416,-0.0749998631961719,-0.0834750687359755,-0.0923538554919761,-0.100895216869751,-0.106135126491824,-0.107332577763773,-0.104487570685612,-0.0976001052573516,-0.0866701814789748,-0.0716977993504866,-0.0526829588718916,-0.0306329396218392,-0.0103147189361725,0.00363999418715544,0.00707663685781279,-0.00374144311552449,-0.0288235340066119,-0.0599040236683179,-0.0811231511675627,-0.0783801766087349,-0.0515537239387758,-0.017936182583413,-0.000889817041008989,-0.0114269527926172,-0.0388613820792763,-0.0600167067119108,-0.0595257628253509,-0.0425925186642235,-0.0277234031406373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10338,1,-0.0254031918902395,-0.031989089509429,-0.0390140469698936,-0.0464780642716467,-0.0543811414146802,-0.06272327839898,-0.0715044752245726,-0.0807247318914359,-0.0903840483995837,-0.0998869157879239,-0.106851298212126,-0.110681686711097,-0.111378081284846,-0.108940481933367,-0.103368888656661,-0.0946633014547333,-0.0828237203275775,-0.0686155892477549,-0.0553919414597939,-0.0450314344054021,-0.0375377747188836,-0.032577075295972,-0.0302150707116544,-0.0301489255527252,-0.0306346514687441,-0.0289181289600149,-0.0234452162217089,-0.0159915274494695,-0.0114365206453213,-0.0148307139901769,-0.0278705646601298,-0.0475112261298976,-0.0676690928388706,-0.0825868275070216,-0.0896642993666807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10337,1,-0.0213472062376567,-0.0225265372381234,-0.0237844903052862,-0.0251210654391461,-0.0265362626397065,-0.0280300819069605,-0.0296025232409143,-0.0312535866415655,-0.0329832721089152,-0.0347175654682541,-0.0361604100207522,-0.0372377915917044,-0.0379497101811079,-0.0382961657889642,-0.0382771584152737,-0.037892688060035,-0.0371427547232472,-0.0359512257321777,-0.0339314279568828,-0.0306391326773343,-0.025895915631005,-0.0200702642748842,-0.0140422233056197,-0.00876231022405527,-0.00473286768390668,-0.00186191573236538,0.000196271520717772,0.00156678081926476,0.0020176068931983,0.00127836588492602,-0.000531093788119108,-0.00280635623342329,-0.0047935605275331,-0.00603215325247719,-0.0065271871597492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10335,1,0.0988367023486303,0.0900659468805358,0.0807104743813643,0.0707702848509473,0.0602453782891379,0.04913575469639,0.0374414140722896,0.0251623564170309,0.0122985817305761,-0.000393439202770907,-0.00988782324520265,-0.0154280996123917,-0.0170142683044281,-0.0146463293211907,-0.00832428266273366,0.00195187167090261,0.0161821336797892,0.0304229359074206,0.0277961326198515,0.00152423869381701,-0.0405895985166778,-0.0858884525393271,-0.131441920377845,-0.190941886438058,-0.28168056290639,-0.396435063928962,-0.48625892510366,-0.480723115094419,-0.342148452236954,-0.112438608966929,0.0956424459125526,0.170303285133345,0.0850409936260883,-0.0771737439637319,-0.191722807777379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10334,1,0.0207458062724415,0.0139580747405539,0.00671782777320917,-0.000974934629599744,-0.00912021246786576,-0.017718005741588,-0.0267683144507735,-0.0362711385954153,-0.0462264781755168,-0.0563063245148534,-0.0651575380580711,-0.0723648571371367,-0.0781612169964641,-0.0822787707924539,-0.0836625001209126,-0.0813835758753836,-0.0757932809164297,-0.068594210562535,-0.0615848068347913,-0.0552746146045178,-0.0487835956864968,-0.0411145281379048,-0.032439288562764,-0.0240793365098373,-0.0173333649508107,-0.0125157831038991,-0.00916001423003721,-0.00688900907816858,-0.00574150206006596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10333,1,-0.0408135925627633,-0.0476902239041772,-0.0550252973351828,-0.062818812855526,-0.07107077046531,-0.0797811701644884,-0.0889500119531599,-0.0985772958312152,-0.108663021798781,-0.117525017430425,-0.118434593025399,-0.109709576158298,-0.0913499668291822,-0.0633557650380761,-0.0257269707849579,0.0215364159301932,0.0784343951073492,0.129180617672555,0.113055776643017,0.0378090339478798,-0.0286737855107821,-0.0349200204014424,0.00642265992080127,0.0408711866983689,0.0341861074970216,0.00637560179177088,0.00415408848848253,0.0455982109905491,0.098427468815256,0.114091750487075,0.0787369747970796,0.0257339402765853,-0.00147911488808372,0.00675143774539144,0.023882417336945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10331,1,-0.0272853589887707,-0.0272220348355794,-0.027154489072174,-0.0270827216985567,-0.0270067327147272,-0.0269265221206831,-0.0268420899164283,-0.0267534361019595,-0.0266605606772774,-0.0265634330053133,-0.0264619305377836,-0.0263560226376183,-0.026245709304817,-0.0261309905393801,-0.0260118663413083,-0.0258883367106004,-0.0257604016472561,-0.0256294738691296,-0.025502109938188,-0.0253835859245877,-0.0252754563268383,-0.0251763289923692,-0.0250845068535168,-0.0250008714057763,-0.0249292094595364,-0.0248728470980064,-0.024830090227937,-0.0247930076920819,-0.024751816661529,-0.0247020088056873,-0.0246482046621994,-0.0246010252954065,-0.0245693229191999,-0.0245542750119652,-0.0245500295313263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
