Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Alligator_sinensis,1,-0.0120070578032898,-0.0120070578032896,-0.0120070578032898,-0.0120070578032896,-0.0120070578032898,-0.0120070578032896,-0.0120070578032898,-0.0120070578032896,-0.0120070578032898,-0.0120070578032896,-0.0120070578032898,-0.0283974170678639,0.0286361074977621,0.0286361074977621,-0.3234238838302,0.0660834241179521,-0.0560180508323309,-0.0194860419127715,-0.194228542996776,-0.0194860419127714,-0.0530098678930206,-0.0517891376098171,0.0234683613061783,0.0234683613061783,-0.090182540593878,-0.120513695261909,0.211462305497225,-0.0322915439221721,-0.0447877763324381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrapene_carolina,1,-0.0293541974271432,-0.0293541974271432,-0.0293541974271432,-0.0293541974271427,-0.0293541974271432,-0.0304757868183225,-0.0304757868183225,-0.0304757868183223,-0.0304757868183223,-0.0304757868183225,-0.0304757868183225,-0.0304757868183223,-0.0304757868183225,-0.0304757868183225,-0.0304757868183223,0.00816700464513187,0.00816700464513209,0.00816700464513187,0.00816700464513187,0.00816700464513209,0.00816700464513187,0.00816700464513187,0.00816700464513209,0.00816700464513187,0.00816700464513209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podocnemis_expansa,1,-0.0292652181124442,-0.0292652181124438,-0.0292652181124446,-0.0292652181124438,-0.0292652181124442,-0.0292652181124442,-0.0292652181124442,-0.0292652181124442,-0.0292652181124442,-0.0292652181124442,-0.0292652181124442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.265627674194944,0.446059941043167,-0.0339319952834434,-0.0339319952834434,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudemydura_umbrina,1,-0.0312496520515949,-0.0385787303297984,-0.032106972551445,-0.0304821683135697,-0.0383031197005136,-0.0373593895167126,-0.0253019099688907,-0.0255123910830317,-0.0419251678535952,-0.0420481663446138,-0.0102038753181242,0.0176213143251889,0.00477326719404384,-0.0300279357763296,-0.0438199238248168,-0.00534300992190269,0.0106262077080549,0.0201746432182532,0.0233027552524296,0.00744049589569203,-0.0199685095249517,-0.00602771166481697,0.0745502730139459,0.144658502224806,0.109493937913678,0.00944794527157056,-0.0159569192111701,0.0616920066520843,0.10151209217944,0.00716629986437408,-0.115631903266488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crocodylus_niloticus,1,-0.0251051304704339,-0.0117586073454012,-0.0165517066442069,-0.000800275691934527,-0.000800275691934527,-0.0179017648978573,-0.0179017648978574,-0.0179017648978573,-0.0179017648978574,-0.0179017648978573,-0.0108636669479115,-0.0108636669479115,-0.0108636669479114,-0.0108636669479115,-0.00730330106728078,-0.0262473653935379,-0.022542261360377,-0.0224939144474282,-0.0493120526421647,0.104486239472525,-0.0048421776647237,-0.0046485964348407,-0.00362767880541978,-0.010407484036833,-0.00870968134840614,0.174733529172316,-0.0331878830443931,-0.0330523540649468,-0.0180968040484517,0.0117250540334879,0.0206382494480198,0.0207501584015108,-0.0251287583316327,-0.0322479160604653,-0.0432321896663806,-0.129711428327818,0.0159697594649238,0.0235766305267203,0.0235974253329128,0.15000569074144,-0.052706350516003,-0.00469512120837967,NA,NA,NA,NA,NA
Graptemys_geographica,1,-0.0267941602332993,-0.0267941602332993,-0.0083799135222502,-0.00837991352224998,-0.00837991352224998,-0.00837991352224998,-0.00837991352224976,-0.0083799135222502,-0.00837991352224998,-0.00837991352224998,0.0032949676160472,0.0032949676160472,0.00329496761604742,0.0032949676160472,0.0032949676160472,0.246456290742702,0.201844409539281,0.0828921421965747,-0.0931858104601041,-0.241592540643318,-0.262568200205663,-0.125118784620417,0.0898953579807254,0.165718280548595,0.0032949676160472,0.0032949676160472,0.0032949676160472,0.0032949676160472,0.0032949676160472,0.00329496761604742,0.00329496761604742,0.0032949676160472,-0.00344439795670493,-0.00344439795670493,-0.00344439795670493,0.250569329374287,0.097615609397065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alligator_mississippiensis,1,0.0414922577779369,0.042450714355069,-0.00661887185775603,0.0772640418943466,0.0282427033264908,0.0605821756775786,0.0399693762919142,0.0367250436765802,0.0326257458415515,0.0282835320351265,0.0246925078633196,0.0224642825634807,0.0213370532053826,0.0241238708952425,0.0318591473424682,0.0298406688729741,0.0262918951204087,0.0213276631126306,0.015752181917045,0.0108018819802516,0.00166599819768676,-0.000571078553882387,-0.0010908060441559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138986095165589,-0.0246224749083321,-0.139661993429006,0.17107045768063,-0.253257213867981,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanosuchus_niger,1,NA,0.025712328991315,0.025712328991315,0.0257123289913153,0.025712328991315,0.025712328991315,0.025712328991315,0.025712328991315,0.145047894108134,0.145047894108134,0.145047894108135,0.145047894108134,-0.105180792911189,-0.105180792911189,-0.105180792911189,0.00578593312947029,0.00578593312947007,0.00578593312947029,0.00578593312947007,0.00578593312947007,-0.000981466898949179,-0.000981466898948735,-0.000981466898948735,-0.000981466898948735,-0.000981466898948735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266354256594007,-0.27743249686534,-0.118458789694502,0.343879347183135,-0.00604726425898749,-0.00281807773370849,0.00232489714561868,0.00767344745434625,0.0109321927174376,NA,NA,NA,NA
Crocodylus_porosus,1,NA,0.0762104849736152,0.0762104849736152,0.0762104849736152,0.0582505218496483,-0.0277995126662849,0.062980689724931,0.0480491659029989,0.0764405870795749,0.0081341940615423,0.00825364998028081,0.0255323142205065,0.0435471716722337,0.023273695627647,0.0127739275635848,0.037639030368014,0.0296966810519054,0.0568335912024345,0.0127807511081355,0.0105330027967846,0.0670884909534605,0.053345721861377,0.00306711978846908,0.0029024192751431,0.000452471954014309,-0.000623109962539341,-0.0133398402430086,-0.0398912873089028,-0.00668989833870441,0.0343271154570916,-0.017145783035083,0.0430269073842418,0.0116060872827155,0.021582628815091,-0.0433427493826955,0.00789344550133432,-0.00935188041544231,-0.00556409593919477,-0.0143698856407169,0.014870270655178,0.0148702706551781,0.0300587066837538,0.0300587066837535,NA,NA,NA,NA
Emydoidea_blandingii,1,NA,NA,-0.0244131253274322,-0.0244131253274322,-0.0244131253274322,-0.0244131253274322,-0.0244131253274325,-0.0244131253274322,-0.0244131253274322,-0.0244131253274322,-0.0244131253274325,-0.0244131253274322,-0.0244131253274322,-0.0244131253274325,-0.0244131253274322,-0.0244131253274322,-0.0244131253274322,0.0151707228298668,0.0148786310582718,0.0145610816189599,0.0144824803005135,0.0145048485457352,0.0141390273792146,0.0129891211091226,0.0110689461676413,0.00870146967484797,0.00621022324044918,0.00375361996771417,0.00137377129943783,-0.000924731183951089,-0.00311495241366522,-0.00508009143152222,0.0108916452451875,0.00809467546780862,0.00590568043391726,0.00441686632392746,0.00361193199020438,0.0033476792032423,0.00353218065971683,0.00419990007125759,0.00532133295159554,0.00662624306875204,0.00775020002324922,0.00854146644261311,0.00910659220310994,0.00954885759168556,0.00980837510142618
