"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,-0.0109314859616163,-0.0121334994939502,-0.0134156472617746,-0.0147779292650876,-0.0162203455038935,-0.0177428959781803,-0.0254579215777895,-0.0258008596062923,-0.0208481425746759,0.0413835628112236,-0.00310202465715704,-0.00595500062227756,-0.00407388322648293,0.00218533803223588,-0.00363621486358493,-0.00296938282139259,0.00327925145568913,0.0342044577274042,0.00133042037997234,0.00793148767730263,0.00143298919711919,0.00354474102083294,0.0131266125689232,0.00103921316310209,0.00785437842037738,0.046655399182033,-0.074768056520537,-0.0285643971419328,0.0176866253098776,0.0708122009070321,0.00818812955702473,0.0663404737462076,-0.0121866408728566,-0.0151875515131283,-0.0610676364194673,0.0658194541999563,0.105028649028322,-0.0345800133677002,-0.0071088346697914,-0.0115996572256643,0.0327690619251824,-0.0289523095897751,-0.0119141767660149,0.0180380970619932,0.0232817969120611,0.0232817969120611,0.0310423958827483
