Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Atractosteus_spatula,1,-0.104534218650887,-0.104534218650888,-0.104534218650887,-0.104534218650887,-0.104534218650888,-0.104534218650887,-0.104534218650887,1,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018281,-0.0103125038018286,-0.0103125038018277,-1,1,-1,0,0,1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus_keta,1,-0.0621855384334643,0.119038113263718,-0.0250971126779507,-0.0480446840909084,0.0397559399019697,-0.0572084553228773,-0.000492000252645207,0.00562421454803293,0.0306129979171328,0.127851810540519,0.014980144153518,-0.0264634023388401,-0.00321881619745745,0.134340913355813,-0.0553670682935784,-0.0502054247214606,-0.0771605138572178,0.115353776846873,-0.0716903015600478,-0.0421897539186039,-0.00739267879309825,0.0148874392419161,-0.0089002826010951,0.0421449765291749,0.0274338802711364,-0.0589762744721907,-0.0742405958574433,-0.105017101363394,-0.0885760215595289,-0.000229382329928734,0.0611831184741758,0.0617130488296464,0.030062861196435,0.079254366074015,0.0529889177377178,-0.00967822025473878,-0.019873819067635,-0.0987148029348767,-0.00475366811732094,0.0312092260595286,0.0264777971656169,-0.0034011168143638,-0.0477231815959022,-0.0366896561569244,-0.00461835192465696,0.0839295365749581,0.0866959897568312,-0.00995586334754694,-0.0102521740934143
Oncorhynchus_kisutch,1,0.0127348858599148,-0.114515449408113,0.0185815666989578,0.0192370292869124,0.0425735826094249,0.0421225315363683,-0.0277223424352464,0.029878630762814,0.0223422044012926,0.0425246060209821,-0.0366236852131488,-0.0252395661593972,0.0151184043148487,0.120946944301284,-0.0281764622886914,0.0744127672109309,0.0288239096173348,-0.0897827849152873,-0.000116949937222238,-0.0150540113209855,-0.0123680172352977,-0.027907828898927,0.0568240066735698,0.0300969394688466,-0.0368764863991525,-0.0562017384064912,-0.0294977517596472,-0.00334937178174326,-0.0295673348113062,-0.0195408297876407,0.0928078512721519,0.0507438483683934,-0.0345079936651217,-0.0333700839207512,-0.0882953809492098,-0.0451202983606197,0.00397703139296053,0.0190628100342692,0.0909779231560759,-0.108480540414045,-0.0157095299079567,-0.102000485381155,0.13586314531376,0.00656192556876256,0.216501002621443,0.0452538880824271,-0.020047607566424,-0.100244531388105,-0.498879474669563
Sander_vitreus,1,0.0384946169221335,0.0190855150367309,-0.019355332182614,-0.00980093992639988,0.0100911298567818,0.0208797020049052,0.0265379001076188,0.0112684359213202,0.00721769882367002,0.014660861202129,0.0181567481011852,0.0261663381706489,0.0260132787380607,0.0246923884061418,0.031719199264823,0.0307455573234413,0.0210574258344031,0.00754442034033625,0.00627770193137272,0.00338358008531806,0.00448844908709009,-0.00606754196773248,-0.0337850131490328,-0.0351181940138139,-0.0281090952107799,-0.0271188680720477,-0.0262164740933652,-0.0249538892728109,-0.0231786237214361,-0.0191871445481384,-0.0194179359987356,0.0341713303853294,-0.00249036873513592,-0.0100606476857593,0.0304291579176458,0.0469327502772305,0.00570415017923593,0.00241313141249518,-0.0383836482197151,-0.0475242575052721,0.01440117009852,0.041094124486141,0.0291456532575901,0.0313058334875916,-0.0221666355644263,0.00106845874802183,0.0253566440518925,0.0314767857818755,NA
Dorosoma_cepedianum,1,0.185582328889748,0.0202203888423145,-0.183101315641442,-0.194760978089651,0.0475330139110746,0.333898677028717,0.312314815729527,0.12729978523616,-0.152108456362328,-0.365762246270238,-0.431992998679197,-0.342401513676476,-0.126859014230946,0.120115238916531,0.242106630807786,0.151258671685841,-0.0416523516303955,-0.115804600327403,0.00143907363096316,0.131281198267837,0.0602440289472138,-0.185102227514463,-0.187397785916187,-0.162542130747378,-0.0731857125357152,-0.020933882345922,-0.00858340342277269,0.0441634244701507,0.0196246429795482,-0.00900708501501388,-0.0234705061885933,-0.0372688306695947,-0.0350431955707659,-0.0311483531228059,-0.0265097155566227,-0.0211272828723699,-0.214542045269195,-0.131741435413071,-0.0178668809540993,-0.0124865832011379,0.0953665003534026,0.105363649002221,-0.0136500547277606,-0.0288172380720856,-0.116811490324616,-0.0107323579769861,-0.0107323579770075,-0.0107323579770226,NA
Catostomus_commersonii,1,0.0376287494579977,0.0376287494579977,0.0376287494579977,0.0316926785166224,0.0316926785166223,0.0316926785166224,0.00652203435468179,0.00652203435468229,0.00652203435468238,0.00652203435468129,-0.0322030501839701,-0.018648609807271,-0.0186486098072739,-0.0186486098072719,-0.0240303030744561,-0.023081498276751,-0.0211366539540809,0.0257451903116123,0.0258812724593956,0.0242108121509905,0.0224258652064606,-0.0125642125463652,-0.108218071819268,-0.0360889836882799,-0.0221686515553138,-0.0185768008412637,-0.0135889505949705,-0.00632668387662314,0.00115982106720765,0.00322137351151351,-0.00549175573156537,-0.0225696231182502,-0.0298792158779592,-0.011549123861993,-0.00175702777580693,0.00772308333283096,0.0201076537618565,0.0160634170213203,0.0198626015462705,0.0166300932230364,-0.0193339962076513,-0.0233872085511296,0.0514721940284409,0.046121460744974,-0.0817048282564357,-0.047829288768251,-0.0578195739229752,-0.0618884958212926,NA
Esox_lucius,1,0.0142429190383546,0.0142429190383544,0.0142429190383546,-0.030121909330699,-0.030121909330699,-0.030121909330699,0.0307914174604149,-0.123687315680622,-0.273343216969344,-0.268726729110095,-0.19431886894835,-0.0458887681482705,0.0715123433255278,0.179696912484047,0.12404474225081,0.0648257523939434,-0.0781434433587987,-0.168857924525479,-0.104514765015297,0.0442909030056033,0.0844276310332263,0.023670953051633,-0.0508144558349521,-0.0581013831672441,-0.019377546663422,0.000717653325163233,-0.00648645988102411,-0.00811311094916859,-0.000103629615307651,-0.00583196160126895,-0.00494251135917624,-0.0145893771501254,0.00710051548219955,-0.00254380652878409,-0.0500040801519768,-0.0263071419813467,-0.0461884848777376,0.0125407173506746,-0.0325028852219018,-0.0339081818151755,-0.0807557183822652,-0.0524474965030544,-0.0109615944471566,-0.05181258020502,-0.0448387150321994,-0.0764668438410852,-0.0754062087757721,-0.0748560562199371,NA
Alosa_sapidissima,1,-0.108333086569405,-0.16679358243302,-0.0794499195012381,0.0736554835590533,0.137336295638503,0.0539260162415753,-0.0681998957967958,-0.0853650419494012,0.0123755681576179,0.105977012011981,0.108030618173933,0.0597552572896727,0.0441771600155665,0.0502884377909115,0.0827818962217883,0.00739195192291871,-0.165229855232004,-0.27898799183052,-0.152407610972004,0.143242433002812,0.181227372521625,-0.0420477420244705,-0.174609431896695,-0.072501301534118,0.0764656699559803,0.140793659182463,0.194230898738183,0.252749271981478,0.201202097066116,0.0612338463868882,0.0159185739719065,0.0521869107439441,-0.0940688153012674,-0.448219391369802,-0.581359242554227,-0.192821869646445,0.345569667713963,0.425382383642154,0.0437177787372809,-0.223842325517563,-0.0634325595098293,0.215891068892866,0.255356301672537,0.142937386708851,0.107297524206065,0.080077276111397,-0.102432397043184,-0.314233392720284,NA
Macrhybopsis_storeriana,1,0.0799912805754297,0.0843993249607908,0.0899432678464692,0.0956475326153047,0.101061337119503,0.106557644418658,0.112703224982366,0.119352846549835,0.125450567743363,0.129762652182053,0.131798930395538,0.132070262595021,0.131587836943798,0.131181152847752,NA,NA,NA,NA,NA,NA,0.34296253490475,0.26830469489064,0.123161757070018,-0.0319729964642442,-0.107399379587859,-0.0694529946021044,0.0205189343236235,0.0691498781800167,0.0395760296889862,-0.0338278621498399,-0.0944183107455262,-0.106148083422835,-0.0737543432840717,-0.0526949748484526,-0.116513167902,-0.26810585769362,-0.393388165053996,-0.359262940212433,-0.169011752516462,0.0304796796080316,0.117182708272738,0.116333879117894,NA,NA,NA,NA,NA,NA,NA
Osmerus_mordax,1,0.0480987063755776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111210097685159,-0.121764660056169,-0.144344041284885,-0.178501540242863,-0.219212846397827,-0.176093368811499,-0.18056765959208,-0.168374401575096,-0.136211751777662,-0.0841293420913468,-0.0288183697517325,-0.00215476862996067,-0.0189172276983172,-0.0489542412352811,-0.0415348793599532,0.0143374441832914,0.0685082617990661,0.0627955059563949,-0.00185322094377499,-0.0668456379633476,-0.0670296059095597,-0.0256312599631005,0.0181483856785967,0.0254108912328037,0.0044917435891313,-0.0146936221975399,NA
Cyprinodon_diabolis,1,NA,NA,0.0252703930356661,0.0273959881831916,0.0297537339188385,0.0294426686263964,0.0251148969944524,0.0180530522066165,0.0107101588863032,0.004520524158937,-0.000623502656071473,-0.00493572983640078,-0.00741888019420589,-0.00648084846774877,-0.00175865843132605,0.00511036695285716,0.011645539348982,0.0161367879219938,0.0179931105672666,0.0169766243757783,0.0127509463625346,0.00534609521761542,-0.0042672601580227,-0.0143283230127005,-0.0229747657931183,-0.0288567012497043,-0.0315531928009807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pomoxis_annularis,1,NA,NA,-0.00171479311103835,0.0104554698940698,0.0384944789009399,0.0800644048754882,0.125119870923864,0.16096458747522,0.179872677248708,0.183772511033835,0.181755679028285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coregonus_hoyi,1,NA,NA,NA,-0.200705520939061,-0.239808530496998,-0.113971317029604,0.0913807918484851,0.275267874338473,0.353302003636029,0.33762594104175,0.293930047332582,0.250554289076778,0.191667227491937,0.121400309689307,0.0782602378830526,0.0561064942422944,0.0651020090862104,0.0489807792334376,0.00879480468660843,-0.0221030302674512,-0.0442506076692526,-0.074535804184229,-0.0924315040557411,-0.0690650111079307,-0.0384643575887407,-0.0726285554559749,-0.175681943552112,-0.260456794960876,-0.252473320316156,-0.170308764766558,-0.077195066292423,0.00040323200123682,0.273260657281366,-0.391812126883698,0.183111601931408,-0.269026253257506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus_mykiss,1,NA,NA,NA,NA,0.0497768656687088,0.335961648863431,0.242116854351944,0.0193146236398831,0.341545160411044,0.0160531991456485,0.232833785812839,-0.228105717398424,0.0985383590226956,0.126954720501201,0.126954720501202,NA,NA,0.046776962917698,0.0245405685816262,-0.0139522868062567,-0.054376532118833,-0.0790824801580872,-0.0731198723945732,-0.0387870973451081,-0.00573899028788638,-0.00904937290667718,-0.0475590576913523,-0.0779543507756073,-0.0642007065877594,-0.0220004777692027,0.00387670393091843,-0.00147169463857111,-0.0114909230673708,0.0412893810866042,-0.000423722461213139,-0.0137190930868765,-0.0268592264917085,-0.00448550350911603,0.0521807592156116,0.100273023682069,0.104734542607706,0.0698064888109786,0.0165944003545659,-0.0450390425541647,-0.106820107911869,-0.146695131050883,NA,NA,NA
Morone_saxatilis,1,NA,NA,NA,NA,-0.03668531335894,-0.033862536988597,-0.0285144924970717,-0.0215190914161389,-0.0135728717612404,-0.0459478698713313,0.0945756566859414,-0.119452332638801,-0.196460445153426,0.00581955133516782,0.00867104299674515,0.00867104299637811,0.00867104299567267,0.00867104299436394,0.00867104299249766,0.00867104299042332,0.00867104298850419,0.00867104298685284,0.0086710429853416,0.218482625419857,0.075238138547853,-0.110542406599434,-0.199477271442347,-0.136505511443808,0.0136098314257264,0.139080276556353,0.354693467475145,0.336654806089615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acipenser_fulvescens,1,NA,NA,NA,NA,NA,-0.0211034599680064,-0.0211034599680064,-0.0211034599680064,-0.0211034599680064,-0.0211034599680064,-0.0211034599680064,-0.0105517299840032,-0.0105517299840032,-0.0105517299840034,-0.0105517299840032,0.0741889873600272,0.0741889873600271,0.124321412103522,0.124321412103522,-0.0114156464554998,-0.0106925535666152,-0.0385260962944592,-0.0183797827425812,0.0204567587300697,0.0216329250892887,0.0201258703063454,0.0213604172574504,0.127353637352543,-0.0349858605457163,-0.222078013626088,-0.017583390856749,0.0887852273909887,-0.0438734786538819,0.0786950303360463,0.0137636224380886,0.144406125193001,0.0172045280470592,0.017204528046594,0.0073029549030585,0.00730295490286048,-0.165508559729351,0.0559701893788932,-0.0336141608879769,0.0286746583357232,0.0269035580028012,0.107668389186454,NA,NA,NA
Micropterus_salmoides,1,NA,NA,NA,NA,NA,-0.215688440911538,NA,NA,NA,NA,0.0321944204362899,0.0321944204362899,0.0321944204362899,0.0321944204362899,0.0348782641432618,0.0348782641432618,0.0348782641432622,0.0348782641432627,0.034878264143264,0.0348782641432659,0.0348782641432687,0.0348782641432721,0.0567234401565879,0.0564132116547707,0.0554519535895095,0.0536415806292366,0.0511810293171242,0.0484835531803897,0.0401107052279493,0.0379166230973047,0.0419925954899199,-0.00676637842558929,0.064756942610021,0.0201692018029174,0.00370783690472084,0.00844410564565017,0.00990300329150445,0.00256714997083581,0.0271398900829077,-0.00300516241553059,0.0254748611880808,0.0242374440364431,-0.0249999855308696,-0.0297305987711996,-0.0411314009940761,0.0177530899642271,0.0184949741632698,0.018743033734245,NA
Moxostoma_anisurum,1,NA,NA,NA,NA,NA,NA,-0.0791812460476249,0.602059991327963,0.332438459915605,-1,NA,NA,0.403692337561129,-0.801632346233166,-0.238560627359831,-0.238560627359831,0,0.544068044350276,0.385350881364017,0.231949076520682,-0.11997531707675,-0.0871501757189003,-0.176091259055681,-0.176091259055681,0.176091259055681,-0.778151250383644,0.812913356642856,-0.0347621062592121,NA,NA,-0.380211241711606,0.590490748788707,0.55733300953,0.405716833091835,0.0739841872311723,-0.43404762733181,0.0315889460225954,0.211962536245478,-0.0778641275526902,-0.14235586325785,-0.00859304371449452,-0.00644470565209563,-0.0721879334411519,-0.130355399125958,0.00245598312848067,0.150514997831991,0.131620717387291,0.131620717387291,NA
Morone_americana,1,NA,NA,NA,NA,NA,NA,-0.0796043249273275,-0.0818693008094786,-0.0854160971386229,-0.0883296718343798,0.161646974030243,0.0740971651690944,-0.0649725601448133,-0.169869982836012,-0.16748674606037,-0.0710894474779805,0.0188902106956103,0.00818145066036902,-0.0917264526683242,-0.174342546872641,-0.157636270283061,-0.0756383709252578,-0.0113600131339918,-0.034195494799883,-0.0718689184004775,-0.0779352144929842,-0.0440060795875495,-0.00504134104773214,0.00985054456144338,0.0142684096772134,0.0170054265331453,0.0583193292035461,0.0900779658839843,0.095689978281136,0.0794255444128495,0.0578567698078066,-0.22108108191688,0.163852848017444,0.149125263401449,0.139355644384144,0.0535295289301049,0.0454507615702342,-0.0420897965170191,-0.0316997146220247,0.00468911615487636,0.0471691682991265,0.0834980078346281,0.0914286760743489,NA
Micropterus_dolomieu,1,NA,NA,NA,NA,NA,NA,0.0405378271493584,0.0525463632759615,0.0370776764572189,-0.0272471563418368,-0.101854004427227,-0.129307479956346,-0.100105747785033,-0.0524853952141588,-0.0151496235166871,0.00482388847560139,0.0307490772496531,0.0511023906480172,0.0181094657142965,0.00282899572328847,-0.0172372494963984,-0.0360084911015683,-0.0475622299709215,-0.0551463831023234,-0.0489072449708729,-0.0275149568387891,-0.00579226840449273,0.0112110712784638,-0.0126853114874359,-0.0383833769342268,-0.0382342629697461,-0.0133117770145917,0.00584836081514364,0.0147992010416316,0.0118101950896672,0.00301254742110884,-0.00167111217829986,0.0077218743046776,-0.00633376855559992,-0.00757809972676061,-0.0296538786925119,-0.0322547560506776,-0.0430488597994365,-0.0452537434011514,-0.0436857296179205,-0.0170859294938769,-0.00488771125298401,-0.00446140166657497,NA
Ictalurus_punctatus,1,NA,NA,NA,NA,NA,NA,-0.0177210909615851,-0.0177438340173629,-0.0177870976602039,-0.0178427476710502,-0.0179053419988227,-0.0179762326190708,-0.0180602759135552,-0.01816274591958,-0.0182900512518484,-0.0184506239629544,-0.0186522466542189,-0.0188977612666112,-0.0191832691184048,-0.0194990441713339,-0.0198304810223603,-0.0201589798819266,-0.020465599981485,-0.0207376843153996,-0.0209736759548135,-0.0211813906347025,-0.0213704477480008,-0.0215440601443804,-0.0216954838924308,-0.0218119543870702,-0.0218848994323144,-0.0518934169583756,-0.0519006297967126,-0.0519071834887274,-0.0519163356401474,-0.0519254590565895,-0.318483063335901,0.118816268464713,0.123970861448429,0.123963255438719,-0.0355307383589103,-0.0355351410813347,0.0559943249715374,0.0559933550216797,-0.24938125735895,NA,NA,NA,NA
Cyprinus_carpio,1,NA,NA,NA,NA,NA,NA,-0.0224081106798553,-0.0224081106798577,-0.0224081106798586,-0.126428516029066,0.0100128406716159,-0.0378656134444666,-0.017576387664735,-0.017666895725728,-0.018945454499852,-0.0189454544998543,-0.0189454544998579,-0.0189454544998636,-0.0189454544998712,-0.0189454544998806,-0.0151430534792359,-0.0151430534792465,-0.028406328442732,-0.0347577187739378,-0.0450842112901782,-0.0505966569828876,-0.0423869549596134,-0.0232676415331291,-0.00735261304355321,-0.00405718783361701,0.00723621204200749,0.0189432742488772,0.0527736538897589,0.0529100867529413,0.0446078554927922,0.0385036164718344,-0.0386534564505444,-0.0494550212451005,-0.000274749631741027,-0.00779506384830075,-0.052841729407889,-0.0854240233523472,-0.0698099800396832,-0.0550937805580249,-0.0280729195644983,0.261852028645332,0.307496879170918,0.251483662477226,NA
