"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Infiles/fw_Palearctic_Mammalia_pops.txt",1,-0.0847957740891319,-0.0362388738712384,-0.00647879913012994,0.123273919426164,0.0702124485657293,-0.0221556366890077,-0.0403487531180073,-0.0365153073355343,-0.0228800863600196,-0.00993114602660128,0.0335488331132754,-0.04778783590738,-0.0468628129774463,-0.00566120878520804,0.0105917774097652,0.0698498620247631,0.0403696412701971,-0.0139654918206123,0.0216852731452149,0.110185999996345,0.0670450955282322,0.0428199448492234,0.0137692429666589,-0.00659333995470439,-0.0396185451692537,-0.0549899243775403,-0.0201039420748288,-0.0198146763832502,-0.00952196231261671,0.0158700558091535,0.0397874444240929,0.0827370348328859,0.077057717677344,0.0349727818239516,0.0594512140461504,-0.00590690840632906,0.0273045365378453,-0.00894755504167602,-0.00608405954033113,-0.0688180593220892,0.0138422993416913,-0.159178764571227,-0.197862471539024,0.39306332118255,-0.0301292619308925,0.0222673976982086,NA,NA,NA
