"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.1419983281826,-0.0817817905348479,-0.0175955750608093,0.00772140466060432,0.0487810283915015,0.0535784209042161,0.0576922399137031,0.0543064264056549,0.107036158719516,0.116462267353354,-0.028160064013641,0.0656728665730653,0.0607338568710302,0.101307627210715,-0.248774048132533,0.023713692847756,0.229637879010754,-0.0749285433107366,-0.0689751177245003,-0.0563808565126193,-0.0381707253351197,-0.0200374025025223,-0.00920321904314023
