"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Antechinus_bellus","Antechinus_bellus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,-0.2,-0.2,-0.2,-0.2,NA,NA,NA,NA,NA,NA
"Arctictis_binturong","Arctictis_binturong",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132563124451347,-0.132563124451347,0.344549918795287,0.344549918795287,-0.28966252112329,-0.28966252112329,0.0627447611640826,0.0627447611640823,-0.10498893712244,-0.10498893712244,-0.104988937122439,-0.10498893712244,0.799698866883532,-0.799698866883532,NA,NA,NA
"Arctogalidia_trivirgata","Arctogalidia_trivirgata",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.284100862033497,0.284100862033497,-0.284100862033497,-0.284100862033497,0,0,0.188006346830803,0.188006346830803,0.188006346830803,0.188006346830803,-0.752025387323213,0,NA,NA,NA
"Axis_axis","Axis_axis",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0156502735170241,0.0156502735170241,0.0156502735170245,0.0156502735170241,0.0156502735170241,0.015650273517025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104523391465006,0.0790072149966472,0.00981012008971582,NA,NA,NA,NA,NA,NA,NA,NA
"Axis_porcinus","Axis_porcinus",4,1,0.0900840239693848,0.0900840239693848,0.0296501039365231,0.0296501039365227,0.0296501039365236,0.0296501039365227,0.0296501039365231,0.0296501039365231,0.0263996145939394,0.0263996145939394,0.0263996145939389,0.0263996145939394,0.0263996145939389,0.0263996145939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bettongia_penicillata","Bettongia_penicillata",29,1,NA,NA,NA,NA,NA,NA,0.264026157027489,0.27132430914253,0.256107377062804,0.201759818497111,0.137638285190949,0.109737694417559,0.122310266150843,0.128187500003044,0.0866368041717422,0.0182916803360189,-0.0154617902710512,0.0125477087738648,0.0593331553231389,0.0633565603792323,0.0232161571239571,-0.00590231988963352,-0.0100559132314835,0.0107553770984237,0.0463113316098049,0.0557310723416928,0.0333192920318943,-0.002824360407226,-0.0368667505544293,-0.0241073382890107,0.0312548341694856,0.0612770476289788,-0.0030339428552304,-0.159264236989965,-0.321198077709485,-0.381287272204003,-0.296110855760351,-0.126333079135489,0.0193240995332011,0.108369696844556,NA,NA,NA,NA,NA
"Bos_frontalis","Bos_frontalis",23,1,0.209212084183884,0.209212084183884,0.0177425551523811,0.0177425551523813,0.0177425551523811,0.0177425551523811,0.0177425551523811,0.0177425551523811,0.019232236450345,0.019232236450345,0.0192322364503448,0.019232236450345,0.0192322364503448,0.019232236450345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.104887154905804,-0.0178175167265507,0.0523702447096736,0.20813416299136,0.173464462179236,0.197955637869327,NA,NA,NA,NA,NA,0.021391615431016,NA,NA,NA
"Boselaphus_tragocamelus","Boselaphus_tragocamelus",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00158238442448422,0.00158238442448422,0.00158238442448422,0.00158238442448422,0.00158238442448466,0.00158238442448422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048304679574555,0.101457640758777,-0.354905376446836,NA,NA,NA,NA,NA,NA,NA,NA
"Bubalus_bubalis","Bubalus_bubalis",9,1,0.0118786793322965,0.0118786793322969,0.00683947531468165,0.0068394753146821,0.00683947531468165,0.00683947531468165,0.0106788668785915,0.0106788668785914,0.0110306986941152,0.0110306986941153,0.0110306986941153,0.0110306986941153,0.0110306986941152,0.0110306986941153,0.0145182584425012,0.014518258442501,0.0145182584425012,0.00944155623284137,0.0160737544734202,0.01607375447342,0.0160737544734197,0.0160737544734202,0.0160737544734197,0.0160737544734202,0.0160737544734197,0.0160737544734202,0.0160737544734202,0.0160737544734197,0.0160737544734202,0.0160737544734197,0.0100072805213691,0.0100072805213691,0.0100072805213691,0.0100072805213691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burramys_parvus","Burramys_parvus",45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0139750667955654,-0.000469759535062675,-0.00306434137851211,-0.00693690375162254,-0.00946807602563218,-0.00826002517961405,-0.00249687531021381,0.00667253461693873,0.0166528046599314,0.024534607554586,0.0285004031007408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
