"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-0.0121736069354575,-0.0187322649315438,-0.104123374224606,-0.100371752189218,-0.0510578298060295,-0.0160757014009003,0.0165596017201344,-0.0131011612604706,0.0524167496093424,0.0568582399657586,0.0211249066590393,0.0101857498467804,0.00900744813048144,-0.031778030088123,-0.0343891251259145,0.0143357512425283,0.0400290480114532,-0.033793362263785,0.0524291334526379,0.0241062302986408,0.0155198969599253,-0.0227321865697079,-0.00648398522858578,0.0253097638042469,0.031438668371443,-0.0390745031540113,0.0574927738783452,0.000766339485730147,-0.0733609984286932,0.0186655091880822,-0.0387596321150199,-0.0353877737103441,-0.0524449399203602,0.00926677266124989,0.00749575145442609,0.071697456129263,0.0238111724105499,-0.0193122011843882,-0.0599117509423052,-0.0144246334992319,-0.0682075810819701,-0.0432253723889825,-0.0291087690708975,0.0212700483369965,-0.21140331389656
