"LPI_final" "CI_low" "CI_high"
"1970" 1 1 1
"1971" 0.822629398455461 0.599628856616004 1.1049846499434
"1972" 0.756772517394153 0.547144705528571 1.06211180006184
"1973" 0.745566786633685 0.526798141963083 1.05023781417143
"1974" 0.990285619219 0.611210133649336 1.59611584958192
"1975" 1.16405344617009 0.754721052132151 1.81053471972646
"1976" 1.10615830463931 0.615929471949145 1.79130791605412
"1977" 1.00801856586105 0.547334052141513 1.68581455748829
"1978" 0.926730003366682 0.530671965334036 1.59010151135252
"1979" 0.879170561157268 0.45791861282407 1.65209436844949
"1980" 0.859294419502537 0.474272294841069 1.58033723332345
"1981" 0.928305288233481 0.493527077638602 1.84283028133485
"1982" 0.831577994911804 0.39942754716656 1.70175732414459
"1983" 0.746517813891177 0.397936180528239 1.54210865238871
"1984" 0.736849794636017 0.385191499185777 1.58059961987822
"1985" 0.755041363413137 0.383357205499526 1.66301791021749
"1986" 0.886789630734603 0.432623364016917 1.89584169788278
"1987" 0.973173439847219 0.477506356638857 2.29778910125172
"1988" 0.942377168554228 0.461908890907539 2.24989068391448
"1989" 0.990626699224219 0.486655872096929 2.12521240761495
"1990" 1.27672107924593 0.639528755960307 2.64596021887567
"1991" 1.48984512552924 0.633227640109099 3.68815023247564
"1992" 1.64422432597737 0.694039492695017 4.68304637483046
"1993" 1.69718940594196 0.713345308775889 5.01497863663264
"1994" 1.67161774306212 0.689143873757244 5.04019213392437
"1995" 1.52587313604293 0.6578230345408 4.3304854834865
"1996" 1.34439999655248 0.571113998521885 3.52692582582192
"1997" 1.28358478521865 0.550573216249611 3.42941192213548
"1998" 1.22633714853025 0.526366769601124 3.41412179485568
"1999" 1.19974216359052 0.518486347501462 3.30578237160762
"2000" 1.24439419852451 0.558480567530261 3.50858830005772
"2001" 1.36378346986068 0.575348046018341 3.82583052307216
"2002" 1.64999434961027 0.676343123140862 4.79717968665383
"2003" 1.97033546578266 0.785611498264479 6.64273779072618
"2004" 2.1355657962832 0.843383208565355 7.13641822121598
"2005" 2.44886120145442 0.946383462511914 8.40867194817681
"2006" 2.41577933613792 0.925517832243971 8.35791979205084
"2007" 2.57253800021759 1.03029318105729 8.34687132869783
"2008" 2.52007951215186 1.04418471025545 8.51736298088758
"2009" 2.48502169194727 1.01234938482134 8.4349778794626
"2010" 2.12086060303937 0.767780574515948 7.38102291109165
"2011" 2.18954776664893 0.808890062546883 7.3262726604111
"2012" 1.51766409445148 0.424945403466682 6.65061086703099
"2013" 0.962305987473853 0.252494822179552 4.09223774758899
"2014" 2.37890176846159 0.475949683274975 13.365403887702
"2015" 2.21945961586918 0.478218234988936 13.2262994190362
"2016" 2.33622488122015 0.514106953186233 13.5715249934488
"2017" -99 NA NA
"2018" -99 NA NA
"2019" -99 NA NA
