"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.00609909850714499,0.0329163253118135,0.00880403167955877,0.00833361526931348,0.0119081548878358,0.122190188572131,0.104470894805531,0.0101291999951926,0.0314648817180172,0.0298436849993469,0.0277759619620696,0.0238832166433644,0.0355957659501967,0.0268646029708736,0.0227156191366512,0.0229224584849417,0.0240102531878133,0.0751697035613184,0.0093730010796816,0.00113903356937449,-0.00633442230008122,0.0310698465618273,0.0250330815113958,0.022996587089731,0.0312610573673897,0.0190292596034379,-0.0252449335841725,-0.0225557229565203,-0.0264679447973849,-0.0288577441661174,-0.0157987294285783,0.0362792180693332,0.0354816917935575,0.0422058279369373,0.0512730806057038,-0.0100783458355868,-0.00709254469421506,-0.00728139073228185,0.00287560067779598,-0.0052469025931298,-0.00571612254324787,-0.00503899073016481,-0.0018705329219087,-0.00926630290793096
