"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
1,0.0212109287405518,0.0178527236409892,-0.0112888356917865,-0.0343277776199065,0.00438405658615629,0.0113226768255889,0.0303527434237966,0.0700154635729608,-0.0167904429104744,-0.0815978567040116,0.0156648452813281,-0.0194403320673238,-0.0346908601838983,0.00919975666198885,0.00508625467707322,-0.00183586588731102,0.0106118718972416,-0.0281829318240881,0.0269915209863152,0.037161648344732,-0.0249077718950238,0.0200188714131597,0.0249655336582232,0.0210370089999873,-0.00903164699063446,-0.0166782176113326,-0.0129235487520016,-0.0357068265323753,-0.0430238646626959,-0.0223429613604858,0.00243723012996034,0.0297681283489572,0.0197738534686939,-0.0161672546932139,-0.00101286509330076,-0.0130255283585808,0.00782392792728878,0.0362343746632363,0.00155299549528305,0.00432587085908557,-0.0107607268133442,0.00394488304795203,0.0112456472721426,0.0151029517604469,-0.00060580275088855,0.0109556585176119,0.0195794812169441,0.0268071675277874,-0.175871179574926
