population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
23332,1,-0.0234446453879222,-0.0226751357128672,-0.0217565479259312,-0.0206935528536145,-0.0194957359141017,-0.0181827549895193,-0.0167772308343546,-0.0153689909088728,-0.0140603849520966,-0.012918964881441,-0.0119564390425784,-0.0111664825388123,-0.0105339850446096,-0.0100481421740457,-0.00968016742486277,-0.00941526062352693,-0.00922276778286202,-0.00910157458863425,-0.00908123490553647,-0.00917224486978174,-0.00938234813917527,-0.00969074195090602,-0.0100688498468338,-0.0105164947640715,-0.0110558624134467,-0.0116808680562506,-0.0123394516777364,-0.0129953466627253,-0.013548468784689,-0.0139549465671864,-0.0142550946740867,-0.0145013029862611,-0.0146929195886605,-0.0147935342357624,-0.0148084949134217,-0.0148274914495392,-0.0149722546346558,-0.0152931721293701,-0.0157171031847381,-0.0161006548073046,-0.0163411831389069,-0.0164460563421529,-0.0164894874716657,-1,-1,-1,-1
23314,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.167063000041849,-0.0803430227428641,-0.0803430227428641,-0.0803430227428641,-0.0803430227428641,-0.10763387839983,0.0963790540025797,0.0963790540025798,0.0963790540025798,0.0378969042807322,-0.250660561250002,0.291077181485667,-0.157731250004607,0.0661110041736965,0.0661110041736965,0.0773630876028296,0.00729631890862437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8486,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0311531619009575,-0.0311531619006577,-0.0311531619000938,-0.0311531618992257,-0.0311531618978675,-0.031153161895873,-0.0311531618934393,-0.031153161891208,-0.0311531618899281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23331,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.00162353266421356,-0.03861686694831,-0.03861686694831,-0.0785986913232488,0.0733964285292934,0.0733964285292932,0.0154975976711127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23330,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.104434070950592,0.0279574863782548,0.027957486378255,-0.156152929113494,0.0736597582428284,0.0736597582428284,0.0397671268714876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19245,1,-0.0410160899825565,-0.0339498656391486,-0.0140727578129392,0.0227860760056524,0.0589018492302609,0.0482628780367547,-0.0214288404830452,-0.0913255594579843,-0.094177177345685,-0.0330928892576958,0.0358434567421053,0.0757138507369763,0.0831304497119145,0.0529294044324393,-0.0155240566628292,-0.0794044752904544,-0.0762638272390124,-0.00426012707892642,0.0636379443109609,0.0670533387123697,0.0248982544780665,-0.00831978342005346,-0.0183289822468913,-0.0293788090252258,-0.0514871923425542,-0.0700807412794751,-0.0783414241865614,-0.0815654008171132,-0.069498780834949,-0.0203440402036481,0.0566157985470372,0.110497323154851,0.100076891321554,0.0411499458645848,-0.0135817640565339,-0.0330573210242138,-0.0303622701254067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19223,1,0.000862817896685186,0.000782788307319038,0.000778100339158705,0.000817301176118335,0.000666187330324419,0.000285033096891318,-5.14443924517494e-05,-0.000136305991776275,-6.43338594192855e-05,-5.7692673245846e-05,-0.000335477328723854,-0.00114394574427124,-0.00251359789610905,-0.00385287464448769,-0.00419388434269052,-0.00316622920852438,-0.00149374116244161,-0.000217646194751175,0.000382880660197316,0.000766190948745304,0.00121814915658192,0.00146272897525623,0.0012174082740275,0.000669971999008645,0.000160365372388505,-0.000327267569179668,-0.00107803532784434,-0.0021765850323936,-0.00330605968057363,-0.00392383064189961,-0.00357107900751874,-0.00225974653285199,-0.000741412231638705,-8.74798002472588e-05,-0.000584185883560018,-0.0011723373760697,-0.000463121666962607,0.00165151568672961,0.00385129528748962,0.00495598840502698,0.00511758641863569,-1,-1,-1,-1,-1,-1
19189,1,-0.0114562029317273,-0.00107115389091694,0.00401772816056534,0.00958825122456908,0.0138565858551072,0.0154226296972682,0.0152612751198014,0.0118719380032526,0.00261887565272145,-0.0108184398045443,-0.0247916492280598,-0.0393633695991245,-0.0541289389430681,-0.0606779040717389,-0.0495435126107049,-0.0258726482293272,-0.00820636108949468,-0.0075885057761127,-0.0158757060883747,-0.0195010881866615,-0.0168116888444034,-0.0143112938234222,-0.0119411692158833,-0.00253405548520114,0.0152157404597357,0.0323653033746929,0.0404671829922312,0.0406022265022128,0.0391005007568737,0.0389750981521804,0.038973323546748,0.0381141443793771,0.0374230561746978,0.0379172031056876,0.0392910034714271,0.040654287827484,0.0414122350713324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21653,1,-0.0256985711304774,-0.0104814201382677,0.0201019596837879,0.058933599610949,0.0933566066094746,0.111858579223569,0.110708557210402,0.0957661919241168,0.0777893031556998,0.0651659489053218,0.059939435913746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21650,1,0.0770018543976239,0.0770018543977997,0.0770018543981505,0.0770018543986035,0.0770018543990405,0.0770018543993691,0.0770018543995299,0.077001854399513,0.0770018543993771,0.0770018543992128,0.0770018543991116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
