"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Crocodylus_niloticus","Crocodylus_niloticus",81,1,-0.0251051304704339,-0.0117586073454012,-0.0165517066442069,-0.000800275691934527,-0.000800275691934527,-0.0179017648978573,-0.0179017648978574,-0.0179017648978573,-0.0179017648978574,-0.0179017648978573,-0.0108636669479115,-0.0108636669479115,-0.0108636669479114,-0.0108636669479115,-0.00730330106728078,-0.0262473653935379,-0.022542261360377,-0.0224939144474282,-0.0493120526421647,0.104486239472525,-0.0048421776647237,-0.0046485964348407,-0.00362767880541978,-0.010407484036833,-0.00870968134840614,0.174733529172316,-0.0331878830443931,-0.0330523540649468,-0.0180968040484517,0.0117250540334879,0.0206382494480198,0.0207501584015108,-0.0251287583316327,-0.0322479160604653,-0.0432321896663806,-0.129711428327818,0.0159697594649238,0.0235766305267203,0.0235974253329128,0.15000569074144,-0.052706350516003,-0.00469512120837967
"Pyxicephalus_adspersus","Pyxicephalus_adspersus",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00487991864457848,-0.00487991864457804,-0.0413926851582249,-0.0222763947111524,-0.0117405479247612,-0.0117405479247616,-0.0395906230238126,-0.0395906230238121,-0.181588951206413,-0.181588951206413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
