"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,0.0421257752260208,0.0280752673266329,0.0132613105070275,-0.00180656183322762,-0.0105216669112316,-0.025674653770236,-0.0168649342480151,0.0417453587717517,0.00889322872347323,0.029085409660006,0.00626977908002162,-0.0460879506905207,-0.0282159365252782,-0.026077838648612,-0.0280494144880364,-0.0264213511230228,-0.0316718142191905,-0.00431901072822945,-0.0158805083000567,-0.0153655113302467,-0.00888472763592866,0.00703093998618956,0.0139453463334453,0.0142386857087693,0.0151544058525952,0.0010173265317561,-0.00284849490283425,-0.0264406766656352,-0.0203895588739293,0.039933474646264,-0.0496645718040496,-0.0126213956205997,0.00679886615193117,0.0134135858723998,-0.0108556355850064,-0.0744114176216614,0.0848706993932077,0.0366783462997065,0.0573289618462893,0.0143655509389946,-0.034855204787955,0.0203094670669972,-0.0402533319106015
