population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
11136,1,0.0700490315037774,0.0721061868986443,0.0724074683337124,0.0707867102863653,0.0679142125093066,0.0642798940542235,0.0599289723518042,0.0551197199594307,0.0505120200413809,0.046413129323394,0.0423079120492398,0.0375164687551441,0.0320351086213213,0.0263692024208462,0.0207888197415595,0.0152568856120974,0.0100631605530399,0.00601313820707805,0.0037357057922156,0.00305081806991847,0.0032337071993096,0.00373490573699087,0.00444607401831831,0.00541652473124099,0.00659952233069294,0.0078907726040045,0.0092022850030764,0.0104034213608344,0.0112924842012099,0.0117261936778625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22907,1,-0.0779419858345269,-0.0779419858345269,0.0286504107944618,0.0254467121749182,0.0254467121749182,0.0254467121749187,0.0254467121749182,0.0254467121749187,0.0261958461746454,0.0261958461746459,0.0261958461746459,0.0261958461746459,0.0261958461746454,0.0261958461746459,0.0261958461746459,0.0261958461746459,0.0261958461746459,0.0261958461746454,0.0261958461746459,0.0261958461746459,0.0261958461746454,-0.00251239676620507,-0.00251239676620418,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620507,-0.00251239676620418,0.0511478288180465,0.0617446911429571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7367,1,0.00471222001181437,-0.00169965831897234,-0.00429933329667676,0.0011633407060021,0.00477523669939184,-0.000286867854462525,-0.00512613489186187,-0.000708153409819445,0.00534307331670658,0.0017169628322864,-0.00554696019721734,-0.00261354993843277,0.00657814446543492,0.00521129510547658,-0.00625055066767422,-0.00940822541389186,-0.00366149358361056,-0.0118735850021776,-0.0277077084723445,0.0137478839303471,0.164711242917963,0.365064360227578,0.46512201418129,0.378154951182335,0.181750997478472,0.0314678857572361,-0.0116700288403262,-0.00823360255620642,0.0236872507636159,0.0781828480115729,0.129075701760418,0.157083808462728,0.148084747447081,0.111448239828018,0.0831215633294802,0.0858761082168917,0.101641148679134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7366,1,0.00646061809759013,-0.00329069442699725,-0.00543072304474779,0.00339566230590549,0.00582095119870185,-0.00315155719604709,-0.00630045146241109,0.00285494125662622,0.00688398663308354,-0.00253195800805983,-0.00759669653369244,0.00219166998964804,0.00849414654681491,-0.00182873920824989,-0.00966231225430469,0.0014328342988098,0.0112423461635301,-0.000992909408768283,-0.0134814175324267,0.000512643200341945,0.0168446219444365,-0.000117875838157144,-0.0223573061685077,0.000801941312542631,0.033963289955344,-0.00736431335132692,-0.0799100142259416,0.00624413462955664,0.329906831826342,0.666595161179071,0.698778945874992,0.399163570485724,0.0644671391862017,-0.0497874542666139,0.0126803674509848,0.0688826553724344,0.0657359258241521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7141,1,0.546542663478131,0.371487673306749,-0.429479620284436,0.0156472604820705,0.0156472604820705,0.0156472604820705,0.0156472604820701,0.0156472604820705,0.0156472604820705,0.0156472604820705,0.0156472604820705,0.0156472604820701,0.015647260482071,0.0156472604820701,0.0156472604820701,0.015647260482071,-0.00711974112294822,-0.199014874103913,-0.199014874103913,0.0433545619917166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7365,1,-1,-1,0.0429043054918745,0.042904305491871,0.0429043054918705,0.0429043054918661,0.0429043054918559,0.0429043054918368,0.042904305491807,0.0429043054917821,0.0429043054917573,0.0429043054917324,0.0429043054916995,0.042904305491664,0.0429043054916161,0.0429043054915605,0.0429043054915064,0.0429043054914553,0.042904305491418,0.04290430549139,0.0429043054913758,0.0429043054913736,0.0429043054913838,0.0429043054914047,0.0429043054914215,0.0429043054914318,0.0429043054914309,0.0429043054914175,0.0429043054913976,0.0429043054913745,0.04290430549135,0.0429043054913261,0.0429043054913034,0.0429043054912874,0.0429043054912803,0.0429043054912821,0.0429043054912839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23102,1,-1,-1,-1,0.0355672310913835,0.0337736431612284,0.0301864673006118,0.024805703509905,0.0176313517889205,0.00866341213754374,-0.00209811544395722,-0.0146532309557366,-0.0290019343978256,-0.0451442257701256,-0.0530814562584616,-0.0203808058649274,0.0199132650701487,0.00998904817086832,-0.0394984081137425,-0.0487563678751158,0.0128487171849947,0.172408931734038,0.374509277035381,0.56501040902516,0.586633366990425,0.401201297564842,0.145690137720532,-0.00992081636516406,-0.0204589549223302,0.0229085998556919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7181,1,-1,-1,-1,-1,0.101461014556169,0.1012700654888,0.100604555014034,0.099321497297916,0.0971325613446496,0.0940257837956233,0.0903478510106632,0.0865837175740949,0.0828395922844156,0.0791154751416254,0.0754113661457212,0.0717202388070413,0.0680263837179522,0.064414709548418,0.0611135145903372,0.0583608672056015,0.0561966160440726,0.0543727471619708,0.0524837481229006,0.0502266850689139,0.0475821245097672,0.0447763306584363,0.0420798079280722,0.0396321147452099,0.0374331996677544,0.0354672895562036,0.0338049787079528,0.0325740675483126,0.0318377814587802,0.0315124623818717,0.0314092176632408,0.0313574532024776,0.0312941568993872,0.0312460177148615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23233,1,-1,-1,-1,-1,-1,-1,-1,-1,0.00401159944960172,0.00441400503457245,0.00568758066323571,0.0076931982422308,0.00935661480877226,0.00970780230702273,0.00893817406562025,0.00801980333130725,0.0074678792682934,0.00698166420015278,0.00629261522619151,0.00582301758077097,0.00625687054560231,0.0078411123328439,0.0104687158860872,0.014210857450272,0.0193016976062399,0.0255707938580088,0.0322248799776927,0.0383114600594752,0.0432175463278917,0.0466946521287701,0.0487045957866643,0.0494637964593219,0.0494823058961273,0.0493072854007632,0.0492115400682813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7016,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0462131126151397,-0.0462738970062806,-0.0463518771510847,-0.0460587391692187,-0.0446300715049932,-0.0413580951111268,-0.03605902175206,-0.0290899130521685,-0.0210215008244461,-0.0124459357299624,-0.00405522309549466,0.00334323351116206,0.0091005222977687,0.0130607223319403,0.0156203241307735,0.0174964257755512,0.0194109300527323,0.0218164472111284,0.0247228311802878,0.0277606867479423,0.0305218491739043,0.0328762847824282,0.0348939438802609,0.0364900927121115,0.0373655079895108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
