population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
687,1,0.000577137647497672,0.000577137647497672,0.000577137647497672,0.000577137647497228,0.000577137647497672,-0.107094939987044,0.0208418503499108,0.0208418503499113,0.0208418503499113,0.0208418503499113,0.0208418503499113,0.0255872573080707,0.0255872573080707,0.0255872573080707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
689,1,-0.0157775920202887,-0.0157775920202896,-0.0157775920202887,-0.0157775920202887,-0.0157775920202887,-0.0157775920202887,-0.0157775920202896,-0.0157775920202887,-0.0157775920202887,-0.0157775920202887,-0.0157775920202896,-0.0157775920202887,-0.0157775920202887,-0.0354408337331922,-0.0354408337331913,-0.0354408337331922,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331917,-0.0354408337331922,-0.0354408337331917,0.0104904580665099,0.0104904580665095,0.0104904580665099,0.0104904580665095,0.0104904580665099,0.0104904580665099,0.0104904580665095,-0.00236985064012263,0.0761441721915279,0.0761441721915284,-1,-1,-1,-1,-1,-1
7693,1,-0.227536137274388,0.00975983728915608,0.115178899319144,-0.276112755404248,-0.276112755404247,-0.170842923499336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11196,1,-1,-1,-1,-1,0.0146125653270706,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,0.0146125653270706,0.0146125653270706,0.0146125653270708,0.0146125653270706,-1,-1,-1,-1,-1,-1
11972,1,-1,-1,-1,-1,-1,-1,-0.00316384930788161,-0.000905566534829649,0.00278364731498248,0.00959161092943139,0.0225373442159893,0.0391769132514153,0.0442952369630603,0.0251123740623451,-0.0103674068920614,-0.0347815341109197,-0.0281469628140969,-0.00154147966906493,0.0140984296495672,0.00401327035506194,-0.0139879658471553,-0.0142547564587567,0.00284872664168079,0.0121751568964963,-0.00218470452239572,-0.0252133022378147,-0.0291336906994344,-0.00670681050607591,0.0219690182311862,0.0339514121066218,0.0262169805519381,0.0120593635913995,0.00245855646306659,-0.0015923203627457,-0.00121731247010004,-7.49283274377177e-05,0.000157277280172341,0.00010245745307591,0.000719356631675439,0.00489350541354572,0.0121152532204962,0.0176431507130688
11195,1,-1,-1,-1,-1,-1,-1,-1,0.0468342262828166,0.0468342262828165,0.0468342262828165,0.0468342262828164,0.0468342262828165,0.0468342262828165,0.0468342262828165,0.0468342262828166,0.0468342262828165,0.0468342262828165,0.490961004106017,-0.742248434024651,0.274505460804002,0.274505460804002,-0.0951677639807001,-0.0951677639806999,-0.0951677639807,-0.0951677639807,-0.0811277430371101,-0.08112774303711,-0.0811277430371101,-0.32084182687367,-0.32084182687367,0.568106285217714,0.00647796051107963,0.00647796051107963,0.00647796051107974,0.00647796051107963,0.00647796051107963,0.00647796051107974,0.00647796051107963,0.00647796051107974,-1,-1,-1
13453,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0468864745997171,-0.0468864745997175,-0.0468864745997171,-0.0468864745997171,-0.0468864745997175,-0.0468864745997171,-0.0468864745997171,-0.0468864745997175,-0.0468864745997171,-0.0468864745997171,-0.0468864745997171,-0.0468864745997175,-0.0468864745997171,-0.0468864745997171,-0.0468864745997175,0.0194565479906648,0.0194565479906648,0.0194565479906648,0.0194565479906648,0.0116179550259323,0.0116179550259328,0.0116179550259323,0.0116179550259323,0.0116179550259328,0.0116179550259323,-0.0686084727795908,-0.0686084727795913,-0.0686084727795908,-0.0686084727795913,-0.0686084727795908,-0.0411881401466525,-0.0411881401466525
10046,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.074234124954913,-0.0742341249549126,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549127,-0.0742341249549129,-0.0742341249549124,-0.0742341249549128,-0.0742341249549128,-0.0742341249549127,-0.0742341249549125,-0.0742341249549128,-0.0742341249549126,-0.0742341249549128,-0.0742341249549126,-0.0742341249549127,-1,-1,-1,-1,-1
688,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.064467855972854,0.064467855972854,0.0644678559728531,-0.0696234280978407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6135,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0994517445496701,0.0994517445496697,-0.0604262415349939,-0.0604262415349943,0.189097841286125,-0.0493828020965861,0.00498401949581417,0.00498401949581417,0.00498401949581417,0.00498401949581373,0.00498401949581417,0.00498401949581417,0.00498401949581417,0.00498401949581417,0.00498401949581417,0.00498401949581373,-1,-1,-1,-1,-1,-1,-1,-1,-1
