"filename","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Infiles/T_Herps_pops.txt",1,-0.027098293581621,-0.0268448421080036,-0.0177713931500948,-0.00620953445011943,-0.0182462787964867,-0.0246333639438281,-0.0524668787831812,-0.0136401815319863,0.0145311502439681,0.012005280911036,-0.0168805940775442,-0.0143603099259421,-0.0256844395517283,-0.0329995889765962,-0.00386824637947697,-0.0207281023107304,-0.0139603986718253,-0.0321765679284802,-0.0136715475869506,-0.025559876477674,-0.0288128072037669,-0.0173064893021955,-0.0443332256572204,-0.0143712006694263,0.0256741204635358,-0.0600106091455401,0.0544899671222088,-0.0243870956151781,-0.0165784426910951,-0.0537896321506749,-0.0423992569701725,-0.0696494458473786,-0.0477286955404889,0.000148269463181336,-0.0555310802064224,-0.00945872352032693,0.00899838112357885,0.0141521725651651,-0.0488675895678651,0.0402122472693628,-0.0205982278156866,0.352182518111362,NA
