"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,0.0560188068059523,0.0163330869557534,0.0163330869557532,0.0163330869557536,0.012378416733651,-0.00509019810296363,-0.023153332288266,-0.0106082586102027,-0.0375221216480458,-0.0121806326390995,-0.0231707012595625,-0.0248655489113852,-0.0205490338095001,0.0044537598524366,-0.0536978060449898,0.0162421966735717,-0.00910066588999193,-0.00131764498554155,0.00726236030998033,-0.00718155751770018,0.0160392733627524,0.0148613459350727,0.00156889815548624,0.00114301245732962,0.00444157959626456,-0.00367508934373597,-0.000224688739931733,-0.021924662335199,0.00299867175092485,0.019983648065481,0.0026954697698079,-0.00778158774990368,0.0185017812683228,0.045349907163135,0.0102554302766768,-0.0288083342448739,0.0207251568687163,-0.0290552536479977,0.0138329789192622,-0.0257226081680805,-0.0270763463019749,-0.0726013922133884,0.0305763463081959,0.0144916868800578,0.113787517939285,0.0927646535100211
