"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,-0.0716391243028658,-0.0413834650684905,-0.0976884815936142,-0.12797898628671,-0.053792263963364,-0.143973443831463,-0.0498976154422328,-0.0511509718803552,-0.0531941285370673,-0.0453294645912758,-0.0735758305449015,-0.0536514721042587,-0.17414813913878,-0.0670731175414413,0.0119483804169497,0.0163441143710499,-0.0458099565525055,-0.0370187493880501,-0.0336217989351083,-0.0503649706596037,-0.0175663638708475,-0.057807885742606,-0.0226793015207214,-0.0318482429880076,-0.0764504679670805,0.0107449033544303,-0.0245926355379382,-0.0444389817566648,-0.0731095775200091,-0.0280111697906773,0.0341454110584801,-0.00166040284447226,-0.00533207245651262,-0.0787091058704008,-0.0595331752487706,-0.0587877900318366,-0.112923116688222,-0.139992750944779,-0.134760654445596,-0.0103993198726037,-0.0869402210926663,0.00768846338555326,0.00884193271049595,0.0270544284829201,-0.0606603389652947,0.0511646907877867,-0.0205982278156866,0.352182518111362
