"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.0579495086656027,0.0758292856898784,0.036471792249952,0.178459162559091,-0.0489743855534527,-0.0559341744460645,-0.00080867367753896,-0.156388984617664,-0.102804709253324,0.0832740962661282,-0.0147076177068585,-0.00150759055371883,-0.0178445754072057,0.0113081990696891,0.00915773664347051,-0.00814609721630474,-0.0138741545000025,-0.0327111333587477,-0.0553192528933662,-0.0584602615966995,-0.0960960016181414,-0.044183614730842,0.0634839127997967,-0.0573978024022146,0.0420828130898404,-0.0119118709273454,0.0444267463697495,-0.0478174980020433,-0.0472657323714197,-0.0199967880931098,-0.025532969293722,0.0948129472052689,0.12659573468527,-0.0378091422072996,-0.177958131079289,-0.175497913495939,0.298415956178823,0.381362788009348,-0.0117324466114477,-0.0204795466576546,-0.0267288428832972,-0.0803132259160058,-0.0867222879510174,-0.0900328346441354
