"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,-99,-0.101709724692772,-0.0199065896539328,0.0396400061908313,0.0739556611437268,0.0520255189644612,-0.0122573671756651,-0.0811029163014771,-0.138642045857051,-0.191702535235088,-0.223440920391737,-0.184293265159585,-0.0583831870001629,0.018335518699257,0.0687496300076754,0.083896399413807,-0.0673318015933722,-0.0539992608594998,-0.0394715374168509,0.0475622403864716,-0.0694479574126312,-0.0556232238172756,-0.0137952298509826,-0.0493035622740193,-0.036593918065299,-0.0261704260038217,-0.0276945497125375,-0.0813113737191102,-0.0307942088508683,-0.0794639939080616,-0.0660631778656237,-0.0619586556652115,-0.0560302617247161,0.0224925613285446,0.070760808183538,0.127830877871314,-0.00223515078598413,-0.00779198442323584,0.0113727443185396,-0.0636948243985161,-0.0679421018628503,-0.0396357985030545,-0.0273856063377288,-0.119343813138626,0.00832482181123271,-0.0779283986607578
