"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,0.0176942795217902,0.0103271505976443,0.0364973230104305,-0.00473457480353937,0.0121551553564096,0.014142663576033,0.0110941786905743,0.00304056114439443,0.00813360611783437,0.0144102640427085,0.00264195753417054,0.0255247172777382,0.0201859039244239,-0.00365633232439646,0.00233310208561372,-0.00279562573613189,0.0190214093023883,0.0249410734275048,0.0409200271617438,0.00864541576283073,0.0197997019499238,0.00662735527694432,0.0160227682515496,0.0186769424422399,0.00783960842565758,-0.00339447826304306,0.0113961513497606,0.00310259307630424,0.0140104348797927,0.033455201680918,0.0168980815131315,-0.00279625761336234,0.0150473423748388,0.0143260564112331,0.0119611629682219,0.0273653917350897,0.00562753339515992,0.036066490164743,0.0236173241230537,0.0231760042265961,0.00598899048312746,-0.0163064376670807,-0.00541831502743179,0.0102961259764056,-0.0343790672539215,0.0177388412687726,0.00366030393740557,-0.118680457897302
