Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Balaenoptera_musculus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00600214847028901,0.00600214847028857,0.0153292166790364,0.0153292166790364,0.0153292166790364,0.136351173695943,0.136351173695943,0.136351173695943,0.136351173695944,0.136351173695944,0.0483858994544029,0.0483858994544027,0.0483858994544029,0.0483858994544026,-0.0729703359948388,-0.0729703359948393,-0.0729703359948388,0.0337030263834843,0.0337030263834843,0.0337030263834843,0.0337030263834843,0.0337030263834843,0.0337030263834843
Balaenoptera_borealis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872324262542165,0.872324262542165,0.0934091199331835,0.0934091199331835,0.0934091199331832,-0.0486221311888164,-0.0486221311888164,-0.0486221311888164,-0.0486221311888164,-0.0486221311888165,0.243515074085512,0.243515074085512,0.243515074085512,0.243515074085512,0.173955860628492,0.173955860628492,0.173955860628492,0.0734491033617446,0.0734491033617446,0.073449103361745,0.0734491033617446,0.0734491033617446,0.073449103361745
Balaenoptera_edeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berardius_bairdii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455891883974778,0.455891883974778,-0.228406921361084,-0.228406921361084,-0.228406921361084,-0.15108340978708,-0.15108340978708,-0.15108340978708,-0.15108340978708,-0.15108340978708,0.274913928075892,0.274913928075892,0.274913928075892,0.274913928075892,0.121202841181055,0.121202841181055,0.121202841181055,-0.0319411983030378,-0.0319411983030378,-0.0319411983030378,-0.0319411983030378,-0.0319411983030378,-0.0319411983030378
Ziphius_cavirostris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00527188127979672,0.00527188127979672,-0.237363093051603,-0.237363093051603,-0.237363093051603,0.0352182518111359,0.0352182518111364,0.0352182518111364,0.0352182518111359,0.0352182518111364,-0.0586939191965881,-0.0586939191965885,-0.0586939191965881,-0.0586939191965881,0.086453337584429,0.0864533375844294,0.086453337584429,0.0486080850399304,0.0486080850399304,0.0486080850399304,0.0486080850399304,0.0486080850399304,0.0486080850399304
Globicephala_macrorhynchus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-0.0312780539840363,-0.0312780539840358,-0.0312780539840358,-0.41116398042521,-0.411163980425211,-0.41116398042521,-0.411163980425211,-0.41116398042521,0.466895915474327,0.466895915474327,0.466895915474328,0.466895915474328,0.0373697379715319,0.0373697379715319,0.0373697379715319,-0.0118754031731338,-0.0118754031731334,-0.0118754031731338,-0.0118754031731334,-0.0118754031731338,-0.0118754031731334
Grampus_griseus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0171087791655058,-0.0171087791655049,-0.0493446698098294,-0.0493446698098299,-0.0493446698098294,0.0222121598116298,0.0222121598116301,0.0222121598116301,0.0222121598116301,0.0222121598116301,-0.147427806331573,-0.147427806331573,-0.147427806331573,-0.147427806331573,-0.0928654744386104,-0.0928654744386099,-0.0928654744386099,0.0456594951833855,0.0456594951833851,0.0456594951833855,0.0456594951833855,0.0456594951833855,0.0456594951833851
Lissodelphis_borealis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454832481253922,0.0454832481253926,0.191677207235974,0.191677207235974,0.191677207235974,0.00608878751775666,0.0060887875177571,0.00608878751775666,0.0060887875177571,0.00608878751775666,0.0555681766199858,0.055568176619986,0.0555681766199863,0.055568176619986,-0.270970545669546,-0.270970545669545,-0.270970545669546,-0.25840306897372,-0.25840306897372,-0.25840306897372,-0.25840306897372,-0.25840306897372,-0.25840306897372
Lagenorhynchus_obliquidens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00390939232289256,0.003909392322893,0.343038076121565,0.343038076121566,0.343038076121565,-0.0536962567847006,-0.0536962567847012,-0.0536962567847008,-0.053696256784701,-0.0536962567847006,0.00756055419181889,0.00756055419181911,0.00756055419181867,-0.0222072105603164,-0.0378370288829539,-0.0378370288829535,-0.0378370288829539,-0.0549458628522519,-0.0549458628522519,-0.0549458628522519,-0.0549458628522519,-0.0549458628522519,-0.0549458628522519
Stenella_coeruleoalba,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0484945201500206,-0.0484945201500206,-0.175109199784048,-0.175109199784048,-0.175109199784048,-0.146114221740339,-0.146114221740339,-0.146114221740339,-0.146114221740339,-0.146114221740339,0.0390335456845614,0.0390335456845619,0.0390335456845614,0.0390335456845619,-0.270434343561452,-0.270434343561451,-0.270434343561451,0.152196335644081,0.152196335644081,0.152196335644081,0.152196335644081,0.152196335644081,0.152196335644081
Delphinus_capensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130495256606844,-0.130495256606844,0.243162808163923,0.243162808163922,0.243162808163922,-0.0627010897527684,-0.0627010897527693,-0.0627010897527684,-0.0627010897527693,-0.0627010897527693,-0.086065260580785,-0.0860652605807859,-0.086065260580785,-0.086065260580785,0.288747720658834,0.288747720658835,0.288747720658835,-0.0171316790934872,-0.0171316790934863,-0.0171316790934863,-0.0171316790934863,-0.0171316790934863,-0.0171316790934863
Delphinus_delphis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133432810254959,0.133432810254958,-0.0383714008466001,-0.038371400846601,-0.038371400846601,-0.114898587098238,-0.114898587098238,-0.114898587098238,-0.114898587098238,-0.114898587098238,0.224696213268412,0.224696213268412,0.224696213268412,0.224696213268412,-0.00436707915100332,-0.00436707915100332,-0.00436707915100332,0.0502702054464388,0.0502702054464388,0.0502702054464388,0.0502702054464388,0.0502702054464397,0.0502702054464388
Ursus_maritimus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067215121176023,0.0672151211760235,0.067215121176023,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,-0.0303797560857868,NA,NA,NA,NA,NA,NA,NA,NA
Eubalaena_glacialis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
