"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,-0.0357384451343655,0.0133126884203509,-0.0394497895503482,-0.0609238659213963,-0.0444548006180541,-0.0593677057011544,-0.0528613832414908,-0.0272646084809182,-0.0268465892942581,-0.00819210136153869,-0.028509381625224,-0.0141646984982411,-0.0473530937184346,-0.0523369290636497,-0.00712017393289086,-0.0300411307942505,-0.00536698391943866,-0.0404654776529493,-0.0167119716145165,-0.0640555285692434,-0.00981824585197197,-0.0320920120776685,-0.0144560286321509,-0.0911905965474043,-0.0472433247659044,-0.0304789934321589,-0.0375237904866362,-0.020822640029184,-0.0673557684939533,-0.0329881853268389,-0.00520562499405267,0.0034066695875033,-0.00877776073928362,-0.0650412070694862,-0.0579965490887718,-0.0780256281624822,-0.0947944738864821,-0.110861214887377,-0.0955684328179858,-0.0582919754353128,-0.0737028941680181,0.0117166091927531,0.0165735012957666,0.0792978783923448,-0.0533071159485086,0.0507269590925286,-0.014185822879428,0.177999300497689
