"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-0.0216741037640266,-0.00909872039823486,-0.00984608620450387,-0.00709270710113071,-0.00190095924260143,0.00162164072828333,0.00148608967447438,0.00165493679076364,0.00363161296217332,0.000481590810490266,-0.00266895555326393,-0.0163830831931754,-0.00313045129910793,-0.0857648229467672,0.0883939173315211,-0.0287975373493038,0.0281158707020352,0.00254636682436475,0.00944480131828608,-0.00525674921049646,0.00442531019910912,-0.0165697723657369,0.0157661501437636,-0.0248074901778569,-0.0291459378989643,-0.0420376508303677,-0.0319266869654585,-0.0375045944528545,-0.0391007964121695,-0.0426251008484961,-0.0577639988176291,-0.00986441601538674,-0.0101354479952857,-0.0144384182835838,0.00820034847503318,0.00316980657775354,-0.00118090618248453,0.00815674479533744,-0.0346515302856468,-0.0382799350530464,-0.0784280761324188,-0.0702843608543734,0.038692007133734,-0.0407417672857609
