"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00713997728724948,0.00876360730020957,0.0141378915197518,0.0137745350136963,0.00511711417135491,0.0057525907846795,0.000845577369180455,0.00872410676539364,0.00202216741631298,-0.00762416427673491,0.001696593226001,-0.00429674494008834,-0.0059332390824896,-0.00765418545774595,-0.00316775168717366,0.0123732003242152,-0.00145022236012471,0.0238206628951857,0.0201086633391754,0.00803988935845158,-0.000948651085642851,0.001438718138445,0.000848812006967666,0.0160108002450528,-0.0121844994132689,-0.00786870047211205,0.0099354043984285,0.00084073129151446,0.00928456971677684,0.000683169541734436,0.00512112931436107,0.00717050289665619,-0.00207792493886927,0.000112299143005075,-0.000642819494265398,-0.00210562657386365,-0.0200678943230289,0.000109648735516838,-0.00881712874425326,-0.00552747196974015,-0.0113246514405418,0.0037520766032415,-0.00890762099344202,-0.00850749501536192,0.011664706821064
