population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
11886,1,-0.0204145546139225,-0.00854581710753299,-0.000968986581085129,-0.00133700814607374,0.00240284066482599,0.012155964438205,0.0211763714998492,0.00373241672908775,-0.0382452110448082,-0.0661407806888297,-0.0546209192028524,-0.0196271879070851,0.00876437606122393,0.024512856968077,0.0411358528272667,0.0577523750915692,0.0527313902580087,0.0179944209073499,-0.018919740101331,-0.0257952608775514,-0.00319161751277375,0.0355627065051776,0.0510863262543784,0.0569854726424626,0.0595138995730775,0.058671607046378,0.0544585950624761,0.0468748636208716,0.0359204127220891,0.021595242365648,0.00389935255204277,-0.0171672567192123,-0.0416045854474638,-0.0694126336333343,-0.100591401276563,-0.135140888377452,-0.137366965556193,0.00398865996821551,0.162506674116436,-1,-1,-1,-1,-1,-1,-1
11887,1,0.05001269021888,0.0398902360987075,0.0328964643319343,0.0294380996470718,0.0284680550316128,0.0258954256335269,0.0220095764989381,0.0206946678975291,0.0228973790971949,0.0286177100980241,0.0356248669008519,0.0345682352818981,0.0234550491952681,0.0123562947916467,0.0149312361434912,0.0353075211130962,0.0623540227540946,0.0775750632916932,0.0702421306070593,0.0460689982857585,0.0214043112041225,0.00845686381979061,0.00777141556743288,0.0156854411739173,0.0183688687179044,0.010237856417362,-0.00119316896240917,-0.00592205229954867,-0.0024690595408936,0.00260855616884736,0.00473457958452439,0.00789564965529621,0.0193360210200266,0.0385546055828341,0.0543213203910549,0.0546903715436136,0.0397171058759689,0.0224957730447253,0.0165318466197073,0.0227664711661779,0.0305191831702682,-1,-1,-1,-1,-1
11888,1,0.026321147665084,0.026321147665084,0.0263211476650835,0.0199383299421876,0.0444858159793187,0.0444858159793187,0.0444858159793187,0.0444858159793187,0.0740167473160098,0.0740167473160098,0.0740167473160098,0.0740167473160094,0.0740167473160098,0.0140846814037618,0.0140846814037614,0.0140846814037618,0.0140846814037614,0.0140846814037618,0.0164490849997954,0.0164490849997949,0.0164490849997954,0.0164490849997949,0.0599714328494803,0.0599714328494803,0.0599714328494803,0.034632655392012,0.0346326553920115,0.034632655392012,0.034632655392012,0.034632655392012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5317,1,0.0954242509439325,0.0954242509439325,0.0954242509439325,0.0954242509439325,0.0954242509439327,0.0954242509439323,0.0954242509439327,0.0954242509439323,0.0954242509439327,0.0954242509439323,0.0790706231293852,0.0790706231293847,0.0790706231293852,0.0790706231293847,0.0790706231293847,0.0790706231293852,0.0790706231293847,0.0790706231293847,0.0790706231293852,0.0790706231293847,0.0790706231293847,0.0790706231293852,0.0586970863518936,0.0586970863518936,0.0586970863518936,0.0586970863518941,0.0586970863518936,0.0586970863518936,0.0457574905606752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5327,1,0.0710795294801265,0.071079529480127,0.0710795294801265,0.0710795294801265,0.0355690767614583,0.0355690767614583,0.0355690767614578,0.0355690767614583,0.0355690767614583,0.0355690767614583,0.0355690767614578,0.0355690767614583,0.0355690767614583,0.0355690767614583,0.0355690767614578,0.0355690767614583,0.0355690767614583,0.062157276161753,0.0621572761617526,0.062157276161753,0.062157276161753,0.0621572761617526,0.062157276161753,0.062157276161753,0.062157276161753,0.0621572761617526,0.062157276161753,0.062157276161753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5316,1,-1,-1,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867597,0.00606214231867508,0.00606214231867508,0.00606214231867597,0.0315513109012775,0.0315513109012775,0.0315513109012775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11889,1,-1,-1,-1,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0192386219678915,0.0192386219678919,0.0192386219678915,0.0275345696854528,0.0275345696854532,0.0275345696854528,0.0275345696854528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5320,1,-1,-1,-1,0.0913436452151632,0.0913436452151637,0.0913436452151637,0.0913436452151637,0.0913436452151632,0.0913436452151637,0.0913436452151637,0.0913436452151637,0.0913436452151632,0.0913436452151641,0.0913436452151632,0.0913436452151632,0.0913436452151641,0.0913436452151632,0.0913436452151632,0.0913436452151641,0.0913436452151632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1354,1,-1,-1,-1,-1,-1,-1,0.045229767099463,0.045229767099463,0.045229767099463,0.045229767099463,0.045229767099463,0.0452297670994631,0.0452297670994629,0.0452297670994631,0.045229767099463,0.045229767099463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1353,1,-1,-1,-1,-1,-1,-1,-1,0.0311293346202006,0.0311293346202006,0.0311293346202005,0.0311293346202005,0.0311293346202006,0.0311293346202006,0.0311293346202005,0.0311293346202006,0.0311293346202005,0.0311293346202006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5318,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0367016349784355,0.0367016349784355,0.0367016349784359,0.0367016349784355,0.0367016349784355,0.0367016349784355,0.0367016349784355,0.0367016349784359,0.0367016349784355,0.0367016349784355,0.0367016349784355,0.0367016349784355,0.0367016349784359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5326,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0221848749616358,0.0221848749616358,0.0221848749616349,0.0221848749616358,0.0221848749616358,0.0221848749616358,0.0221848749616358,0.0221848749616349,0.0221848749616358,0.0221848749616358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1355,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.43328012460721,0.375827121348233,0.198411245342188,0.111727546793819,0.136278471940661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
