"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.000533578929841294,0.00053357892984085,0.0578466479355113,0.0529337638830749,0.0429390525224314,0.0292664166989131,0.0187985311187736,0.00759004642505987,-0.000416739658415187,-0.0253518231836888,0.00979526765645528,0.0289179880309095,0.00560820364672619,-0.0135415800776968,-0.0183063434990321,0.0297382481488547,-0.168523553438656,0.0475494953357674,0.0522652341347162,0.0521867083929808,0.0526368756869674,0.0558995032860406,0.0558709469670197,0.0570301513114504,0.0575025343981306,-0.0034175835838628,-0.0019667186731101,-0.00237557255465603,0.000707382196406614,-0.00475484219579874,-0.0211827235997363,0.0144499335242078,0.00100205191859751,-0.00382558539597438,-0.113726384218782,0.0876584461449454,0.0132286534967881,0.0102583893639659,-0.0785712499027373,-0.0349762607683581,0.0821919114533079,0.070114362611377,0.026433526677168,0.0264335266771676
