"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.0280222728217254,-0.0299302724111966,-0.0298549362127435,-0.0297419319150652,-0.0295912595181599,-0.0117716514928909,-0.0175642617948089,-0.0212367445282179,-0.0190025475937408,0.0354920148265825,0.0389553626609654,0.0362501318073103,-0.00783838440743038,0.0118912236681222,0.0189205287334787,-0.0132338493147979,-0.0399883357666255,-0.0377315653637096,0.100193947876463,-0.0605038211107356,0.118752530988838,0.083713334187066,0.0745491877235836,0.0404612040303505,0.0207806730929569,0.115750074222205,0.139471049756347,-0.407378587863962,0.192407865856262,0.0587270586535267,-0.114813307144298,0.140771498315271,0.0309215522209105,0.0494801188085762,0.00670351884600557,0.0321846576796838,0.0321285023681472
