population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
8615,1,-0.0238312545054946,-0.0238312545054948,-0.0238312545054946,-0.0238312545054947,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054946,-0.0238312545054948,-0.0238312545054946,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054947,-0.0238312545054947,-0.0238312545054947,-0.0238312545054945,-0.0238312545054948,-0.0238312545054947,-0.0238312545054947,-0.0238312545054947,-0.0238312545054947,-0.0238312545054946,-0.0238312545054947,-0.0238312545054947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6071,1,-0.0864569680986134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12384,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.173000182078539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720,1,0.013451836819478,0.013451836819478,0.013451836819478,0.013451836819478,0.0134518368194783,0.0134518368194778,0.0134518368194783,0.013451836819478,0.013451836819478,0.013451836819478,0.013451836819478,0.013451836819478,0.013451836819478,0.0134518368194783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
719,1,0.0226303044890868,0.0226303044890865,0.0226303044890865,0.0226303044890868,0.0226303044890865,0.0226303044890868,0.0226303044890865,0.0226303044890868,0.0226303044890865,0.0226303044890868,0.0226303044890865,0.0226303044890868,0.0226303044890865,0.0226303044890868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
718,1,-0.00326839218290531,-0.00326839218290542,-0.00326839218290531,-0.00326839218290542,-0.00326839218290542,-0.00326839218290531,-0.00326839218290531,-0.00326839218290542,-0.00326839218290531,-0.00326839218290531,-0.00326839218290542,-0.00326839218290542,-0.00326839218290531,-0.00326839218290542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
717,1,-0.016319952036812,-0.0163199520368122,-0.016319952036812,-0.016319952036812,-0.0163199520368122,-0.016319952036812,-0.016319952036812,-0.0163199520368122,-0.016319952036812,-0.0163199520368122,-0.016319952036812,-0.016319952036812,-0.0163199520368122,-0.016319952036812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
716,1,0.00380325085380173,0.00380325085380195,0.00380325085380173,0.00380325085380173,0.00380325085380195,0.00380325085380173,0.00380325085380173,0.00380325085380173,0.00380325085380173,0.00380325085380195,0.00380325085380173,0.00380325085380173,0.00380325085380195,0.00380325085380173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
715,1,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,0.00161885604542444,0.00161885604542467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
714,1,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-0.118391485612001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
