"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00950925771851693,0.0114887008612699,0.00717975112704729,0.0106086899993695,0.0329083272972863,-0.00278324436886024,-0.0589173083362059,-0.0598794422459404,-0.0309942053196732,-0.0194530088572838,-0.0187584353721159,-0.0350472827448035,-0.034166234328371,-0.0395173828882909,-0.0273769881391592,-0.0262734088079551,-0.0124787899540379,-0.00359186649671061,-0.00549800757254669,-0.00422472725610466,-0.00459345472171319,-0.0127624765260425,-0.0116674994244727,0.00159530421201894,0.0078268930502453,-0.0105591683146741,0.0175615628062259,0.0139459730213205,-0.00122107985393912,-0.00839743042065472,-0.0204062568813335,-0.000223867618287004,-0.00426938285635063,-0.0238735498938637,-0.0242774188547255,0.0251738233992537,-0.00378113047322514,0.00737480093649303,0.0205990134824906,0.00934644531394352,-3.54412750830761e-05,0.0793312649368578,0.0933364568790756,-0.0169858162191659,-0.0599521060341593
