"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Infiles/fw_Neotropical_Aves_pops.txt",1,0.0421257762771496,0.0280752661427211,0.0132613081521747,-0.00180656315530558,-0.0105216665907534,-0.0256746529768246,-0.0168649344264887,0.041745357774542,0.0088932284622553,0.0290854112697393,0.00626978158352498,-0.0460879497466917,-0.0282159385298721,-0.026077842154494,-0.0280494163286442,-0.0264213496854541,-0.0316718111606027,-0.00431900914467395,-0.0158805077857448,-0.0153655118840394,-0.00888472903014148,0.00703093799551128,0.0139453447126862,0.0142386856196621,0.0151544079891378,0.00101732955105175,-0.00284849348163412,-0.0264406768985719,-0.0203895608786617,0.0399334720062255,-0.0496645718040069,-0.0126213956205564,0.00679886615197948,0.0134135858725377,-0.0108556355849067,-0.074411417621522,0.0848706993934636,0.0366783463000912,0.0573289618466745,0.0143655509394581,-0.0348552047875677,0.0203094670674632,-0.0402533319101348,NA,NA,NA,NA,NA,NA
