"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,-0.168272299069111,0.0185252294801016,0.0185252294801016,0.0185252294801015,0.0416307204113562,0.0396943159369438,0.0396943159369438,0.0447754074818816,0.0371793975477527,0.0170790207515345,0.00160461201773482,0.00823193058631685,0.00823193058631695,0.0188096075879791,0.0248233991436047,0.020308116061666,0.0188251297044258,0.0265298977563114,0.0243808141618735,-0.0351629544431226,0.00879438837971917,0.0236987565369616,0.035691865029665,0.04817563157975,0.0689456396006264,-0.0854830374907785,0.0150280145765085,0.0308735880359211,0.0344771302574843,0.362094168050815,-0.00359058567530797,-0.11890472640753,-0.0767268767319666,0.297707673190859,0.0150026558397859,0.149624602075222,-0.117189139319223,0.0806152103310325,0.0884415921881363,-0.0191262400632095,-0.0191262400632097,-0.0191262400632097,0.0921450216518138,0.0921450216518138,0.0921450216518136,0.0921450216518138,0.0921450216518136
