Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Spatula_clypeata,1,0.0717675797152291,0.0658776800128469,0.0596958065184432,0.0532019862618078,0.0463179787610444,0.0390079352314086,0.0313090619523502,0.0232920078971053,0.0150271746842376,0.00661785963716044,-0.00172884241672522,-0.00968661393567904,-0.0169050422093671,-0.0231633343762425,-0.0284663387513002,-0.0330145737872063,-0.037045264578536,-0.0406084288221691,-0.0437235323211214,-0.0464684382874436,-0.048862612524148,-0.0508927384286864,-0.052505549590828,-0.0536877294080234,-0.0543294201191249,-0.0539911906795361,-0.0525631833281111,-0.0503669046758914,-0.0486883811670493,-0.0478491194126311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mareca_americana,1,0.313664335151941,0.254641186120684,0.0758821508576943,-0.138227388098042,-0.263096250300566,-0.223483989647438,-0.0580924350076533,0.10680437791754,0.15909341374297,0.0878248178841456,-0.0227839203427918,-0.0806610866268356,-0.0657686721978159,-0.0282768210400901,-0.0190293233807663,-0.0335294294076709,-0.0322548064280603,-0.00565618025071757,0.0353269340817448,0.0469364763982147,0.0182329316562049,-0.0398112049385446,-0.0833059525627835,-0.101278816010256,-0.0937412010136081,-0.0607387305020755,-0.0022828102077872,0.0727226865678716,0.128662266619274,0.156632056644692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anas_acuta,1,0.00894206484647064,0.0145772755693638,0.0196107339927272,0.0233446891620046,0.024867583905344,0.0237593319238609,0.0205868799243474,0.0165707828080954,0.0126455206161067,0.00882394964445421,0.00451139843562309,-0.000574009582009261,-0.00587145235397113,-0.0104151456545027,-0.0137551439650778,-0.0163337515372879,-0.0188593950062481,-0.0214856388303302,-0.0239961241050271,-0.0255254152123543,-0.0258571532478147,-0.025426762294706,-0.0259759386862157,-0.0279401065056444,-0.0311822746050954,-0.0351544783930073,-0.0397197267214873,-0.0444926070077178,-0.0479314689204164,-0.0496508998767613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicopterus_ruber,1,NA,NA,NA,-0.0016534308396523,-0.00167552659302134,-0.00174357902949862,-0.00187593490388704,-0.0020683982477141,-0.00230173518326565,-0.00256230894956444,-0.00284920316451409,-0.00315602741080118,-0.0034474143130907,-0.003671285643981,-0.00381609567311392,-0.00388101818142739,-0.00386856396407681,-0.00380923341432882,-0.00374595161368879,-0.00370606536916107,-0.00369132981926107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rollandia_rolland,1,NA,NA,NA,NA,-0.0385173616303369,-0.0385173616303365,-0.0385173616303369,-0.0385173616303365,-0.0385173616303369,-0.0385173616303369,-0.0385173616303365,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649651,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,-0.0527890379649656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podiceps_taczanowskii,1,NA,NA,NA,NA,NA,NA,NA,-0.0188942804446999,-0.0188942804446999,-0.045335893180348,-0.0453358931803476,-0.045335893180348,-0.0453358931803476,-0.0453358931803476,-0.045335893180348,0.0144436526307579,0.0144436526307579,0.0144436526307579,0.0144436526307579,0.0144436526307579,0.0144436526307574,0.0144436526307579,0.0144436526307579,0.0144436526307579,0.0144436526307579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicoparrus_andinus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,-0.0287096503835578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laterallus_spilonota,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.026611589171661,0.0266115891716611,0.0266115891716611,0.0266115891716611,0.026611589171661,0.0266115891716611,0.026611589171661,0.0184679270710862,0.0184679270710861,0.0184679270710861,0.0184679270710862,-0.0222503834317884,-0.0222503834317884,-0.0222503834317886,NA,NA,NA,NA,NA,NA
Donacobius_atricapilla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115983893955374,0.0115983893955374,0.0115983893955374,0.0115983893955373,0.0115983893955374,0.117654341368466,0.117654341368466,0.117654341368466,0.117654341368466,0.117654341368466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhiaxis_cinnamomeus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0602059991327963,0.0602059991327962,0.0602059991327962,0.0602059991327963,0.0602059991327963,0.0352182518111362,0.0352182518111362,0.0352182518111362,0.0352182518111363,0.0352182518111362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacellodomus_ferrugineigula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00526578774446973,-0.00526578774446995,-0.00526578774446973,-0.00526578774446973,-0.00526578774446995,0.0817327748127621,0.0817327748127621,0.0817327748127623,0.0817327748127621,0.0817327748127621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesembrinibis_cayennensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352182518111362,0.0352182518111362,0.0352182518111362,0.0352182518111362,0.0352182518111362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butorides_striata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0954242509439325,0.0954242509439325,0.0954242509439324,0.0954242509439326,0.0954242509439324,NA,NA,NA,NA,0.0272012419830293,-0.0558050605213875,-0.144937237967942,-0.150073508962014,-0.0570923570050974,0.0620632192877125,0.12132567253959,0.100790411725809,0.0580999429136203,NA,NA,NA,NA,NA,NA,NA,NA
Ardea_alba,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0954242509439324,-0.0954242509439326,-0.0954242509439324,-0.0954242509439325,-0.0954242509439325,0.169019608002851,0.169019608002851,0.169019608002851,0.169019608002851,0.137106787697361,-0.0987509449613291,-0.306114886911294,-0.0534548483535886,-0.427633123298136,0.370438216011504,0.120043632493998,-0.0429814746146362,-0.147825744156948,0.0127461300274905,0.0141795875563022,0.0147098128958065,0.0147101243617351,0.0140168292709799,0.0128055256979493,0.0115620677160237,0.0108163903042127
Gallinula_galeata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144031860681191,0.144031860681191,0.144031860681191,0.144031860681191,0.144031860681191,-0.023619862415599,-0.0236198624155988,-0.023619862415599,-0.023619862415599,-0.0267672269592969,0.0294216667300213,0.0940711004620306,0.54998990577977,-0.0299798954063655,0.0174997750763,-0.0926810667022847,-0.0814447998116689,-0.0535005699241959,NA,NA,NA,NA,NA,NA,NA,NA
Laterallus_melanophaius,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0510545010206612,-0.0510545010206612,-0.0510545010206612,-0.0510545010206611,-0.0510545010206612,0.101029995663981,0.101029995663981,0.101029995663981,0.101029995663981,0.101029995663981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porzana_albicollis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139794000867204,0.139794000867204,0.139794000867204,0.139794000867204,0.139794000867204,0.0292256071356475,0.0292256071356476,0.0292256071356477,0.0292256071356476,0.0292256071356476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_saracura,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0218288938850136,0.0218288938850136,0.0218288938850136,0.0218288938850135,0.0218288938850136,0.0319401685735023,0.0319401685735025,0.0319401685735023,0.0319401685735023,0.0319401685735023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_cajaneus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180617997398389,0.180617997398389,0.180617997398389,0.180617997398389,0.180617997398389,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardirallus_nigricans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0954242509439325,0.0954242509439325,0.0954242509439324,0.0954242509439326,0.0954242509439324,0.127364419517435,0.127364419517435,0.127364419517435,0.127364419517435,0.0643046710172857,0.00564549162279399,0.013524466664103,0.0240729686656073,0.038100808913604,0.0568383698001106,0.0789745192234896,0.0991965475391544,0.110851385604555,NA,NA,NA,NA,NA,NA,NA,NA
Jacana_jacana,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0954242509439324,-0.0954242509439326,-0.0954242509439324,-0.0954242509439325,-0.0954242509439325,0.0954242509439325,0.0954242509439325,0.0954242509439324,0.0954242509439326,0.0954242509439324,-0.397940008672038,NA,NA,0.0602059991327962,0.0602059991327961,0.0602059991327962,0.0602059991327963,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amazonetta_brasiliensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460897842756547,0.0460897842756549,0.0460897842756547,0.0460897842756549,0.0460897842756547,0.0141162148571414,0.0141162148571414,0.0141162148571417,0.0141162148571414,0.0405571992378871,0.0602385561666617,0.0486265041795074,0.0353929988737329,0.0221825734918068,0.00859305276350249,-0.00557316672009123,-0.0181787370951825,-0.0255222759540276,NA,NA,NA,NA,NA,NA,NA,NA
Cairina_moschata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0735953570589189,0.073595357058919,0.0735953570589187,0.073595357058919,0.0735953570589188,-0.108813608870055,-0.108813608870055,-0.108813608870055,-0.108813608870055,-0.108813608870055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estrilda_astrild,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115983893955374,0.0115983893955374,0.0115983893955374,0.0115983893955374,0.0115983893955374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calidris_fuscicollis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285257395035849,-0.276405770771202,-0.240655165023664,-0.169318290067171,-0.0785250751829762,0.00418103619503274,0.0647366652057388,0.109531098087579,0.149190424921279,0.181911587147835,0.196078154213292,0.186364396708089,0.163306347249013,0.145896443869961,NA,NA,NA,NA
Chloroceryle_americana,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.181356014783425,0.181356014783425,0.181356014783425,0.455931955649724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megaceryle_torquata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00364884843197166,-0.00364884843208424,-0.00364884843227553,-0.00364884843245483,-0.003648848432528,-0.00364884843245483,-0.00364884843227553,-0.00364884843208413,-0.00364884843197177,NA,NA,NA,NA,NA,NA,NA,NA
Actitis_macularius,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0461542059206358,-0.0461542059201671,-0.0461542059190028,-0.046154205917247,-0.0461542059154764,-0.0461542059144145,-0.046154205914402,-0.046154205915095,-0.0461542059157176,NA,NA,NA,NA,NA,NA,NA,NA
Tringa_flavipes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0586970863518937,0.0586970863518936,0.0586970863518937,0.425968732272281,-0.602059991327962,0.602059991327962,-0.425968732272281,0.221848749616356,-0.397940008672038,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_semipalmatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457336750059152,0.0423285014297943,0.0453744461521499,0.0571821977496258,0.0626871476803547,0.039908238198562,-0.0178727216706939,-0.0889520192564678,-0.0679610692152461,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_armillata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115102344244047,-0.115102344244047,-0.115102344244047,-0.115102344244047,-0.115102344244047,-0.115102344244047,-0.115102344244047,-0.115102344244047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platalea_ajaja,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0575322196564458,-0.0575322196564296,-0.0575322196564583,-0.0575322196565467,-0.0575322196566034,-0.0575322196564946,-0.0575322196561742,-0.0575322196557677,-0.0575322196554955,NA,NA,NA,NA,NA,NA,NA,NA
Egretta_caerulea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0336905551062556,-0.0336905551062845,-0.0336905551061679,-0.0336905551058043,-0.033690555105339,-0.0336905551050774,-0.0336905551052148,-0.0336905551056321,-0.0336905551059748,NA,NA,NA,NA,NA,NA,NA,NA
Egretta_thula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0506611265530339,-0.0506611265519292,-0.0506611265478711,0.0534733634107601,0.0658395409009319,-0.374815565429825,-0.0506611265211748,-0.050661126522727,-0.0506611265249198,NA,NA,NA,NA,NA,-0.0969100130080562,0,-0.301029995663981
Ardea_cocoi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0619309394279312,-0.072625317041897,-0.0891029301975351,-0.0975037897543546,-0.0820054846256182,-0.0360218735495914,0.0305823476571369,0.093999442547598,0.130260845464106,NA,NA,NA,NA,NA,NA,NA,NA
Nyctanassa_violacea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389431761256852,0.0389431761250665,0.0389431761238257,0.0389431761222955,0.0389431761210413,0.0389431761205312,0.0389431761208316,0.038943176121541,0.0389431761220683,NA,NA,NA,NA,NA,NA,NA,NA
Nycticorax_nycticorax,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129585656476908,0.122324495989991,0.10429554657106,0.0743414071429002,0.0360448013707445,-0.00321711828231412,-0.0355462853951069,-0.0561050920121573,-0.064853102157499,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocygna_arborea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0555173278498315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicoparrus_jamesi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180670875234834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicopterus_chilensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.128831464550203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sternula_superciliaris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.176091259055681,0,NA,-0.789146634685107,0.47488837328737,NA,NA,NA,NA,NA,NA
Himantopus_himantopus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176091259055681,0.0395085412836735,0,NA,NA,NA,NA,NA,NA,NA,NA
Podilymbus_podiceps,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.371611069949688,0.413003755107914,-0.0636690798693773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocygna_viduata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.471406771195233,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calidris_canutus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206656707853522,-0.0901723291900289,NA,NA,NA,-0.011012416607949,0.00264147253901559,-0.0681858617461613,0.0801582869139361,-0.0392994610508444,-0.217684310760438,NA,NA
Pluvialis_dominica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eudocimus_albus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368706600430628,0.0354373863139621,0.032048958042687,0.0266356186382115,0.0198420310791136,0.012811167611662,0.00671263814981682,0.00225982100798072,-0.000412480727170816,-0.0014508025465485
