"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-99,-99,-99,0.105706625159084,0.385063058286158,0.0698078050443307,-99,-99,-99,-99,-99,-99,-99,-99,0.136947644081315,0.0768172252270245,0.0507852918906904,-0.192477971902404,0.0645060551153029,0.0130066236487981,0.0122514859224579,0.00786505569770526,0.00589713959527194,-0.0725629526664406,0.0874915779722029,-0.0580667335624633,-0.00998408232696817,0.0379104555244652,-0.0309456140808445,0.00328946816670434,0.0191565064159035,-0.0380418275852941,-0.0424721652405246,-0.00786347885001052,0.0799850287451507,0.0229494118536956,-0.0304514127689727,-0.200894715532448,-0.205063936505124,-0.00303370566801116,0.141450458442738,-0.0969753959138424,-0.01814926582812,0.0407633705420163
