population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
849,1,0.0233603146742851,0.0225511641945122,0.0207538508188323,0.017749352015727,0.0142640383830264,0.0113241617081634,0.00944342706357748,0.00857827826193702,0.00859904912483866,0.00949614000148458,0.0112910124072183,0.0141387037487695,0.0184674844515751,0.0245239788758811,0.0315907273533007,0.0380956858560531,0.0429239772288232,0.0464218280684943,0.0496855828888254,0.0530005872687376,0.0555328302560625,0.0566190437114038,0.0567273373221084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,1,-0.730647532981957,-1.86289432577279,-0.628642799515601,3.07873852360453,-0.868531202473346,-1.42704850188845,-0.0904502775308402,2.57114203208538,-0.761980410619579,-1.94551969791956,0.365537597755875,2.4939488306092,-1.13392292938382,-1.61038596221659,-1.00018398410862,3.5242382021383,-0.392106098972166,-1.96609354412188,-1.79858787252012,4.37682770713589,-0.328295508547918,-1.96803689864252,-0.969599640720625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
871,1,0.00841123401163912,0.0151602653054979,0.0224452054135993,0.0281921078787128,0.0312058999881271,0.0317790829134488,0.0303927917147933,0.0265622444438884,0.0195522930738452,0.0100126117050241,0.000288654551246381,-0.00711162164907941,-0.0111311393142945,-0.0122052793678735,-0.0111460211712209,-0.00843802406572136,-0.00450476975938052,-7.39944361534128e-05,0.00410469329915042,0.00775483831408375,0.0109982375281987,0.013830478845827,0.0159382843427402,0.0170906901651993,0.0174785411926064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
870,1,-0.0498263221849546,-0.0378229750326873,-0.00836898676515352,0.0317890616573253,0.0683148048167812,0.0946731849363553,0.114130649956975,0.128269821150279,0.13064571154917,0.114765944664282,0.0843174912065763,0.0513715375750383,0.025698366670698,0.00903467269253744,-0.000816414511590313,-0.00428688706463376,-0.000460268136108333,0.0088909761753011,0.0184930166024682,0.023231038578972,0.0216470671299298,0.0158277389211801,0.0089753599304121,0.00356591332898448,0.000827066212479632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
869,1,0.0195734615323007,0.0201041919498977,0.0205895780112528,0.0210227607270776,0.0213954397560503,0.0216979998990512,0.0219298637521685,0.0220965837936173,0.0221994301614217,0.0222403514783434,0.0222365802971773,0.0222165484763295,0.0221961135491475,0.022167839684994,0.0221186585915203,0.0220495299074956,0.0219709926068754,0.0218873109258757,0.0217961243364351,0.0217019739335673,0.0216203676846116,0.0215655758988711,0.0215389711417568,0.0215307997653489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
868,1,0.0137144108317728,0.0133647581452592,0.0130669788057989,0.012775031953391,0.0124489358732291,0.0120827291499488,0.0117037899331551,0.0113381522037281,0.0109792857445701,0.0106008123419934,0.0101985603831936,0.00980445761102766,0.00945078698879476,0.0091333276376786,0.00882446202597809,0.00851611732612945,0.00823075598528167,0.00798646838555506,0.0077677202902251,0.00754294652704823,0.00730466470497371,0.00708145923281611,0.00691187467019727,0.00681359732445364,0.00677571525490128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
866,1,0.0155055167906628,0.0155055167906384,0.0155055167906295,0.0155055167906148,0.0155055167906055,0.0155055167905891,0.0155055167905811,0.0155055167905718,0.0155055167905616,0.0155055167905469,0.0155055167905362,0.0155055167905291,0.0155055167905305,0.0155055167905269,0.0155055167905256,0.0155055167905247,0.0155055167905265,0.0155055167905309,0.0155055167905345,0.0155055167905349,0.0155055167905345,0.0155055167905416,0.0155055167905416,0.0155055167905456,0.0155055167905473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
862,1,-0.00852054304959138,-0.0012619608528297,0.00926385966669274,0.0166777953683668,0.0175448219793424,0.0156206703306494,0.0157383903799513,0.0173258762441888,0.0168962439346334,0.0144891770849664,0.0139814044050341,0.0176970516315489,0.0239135930337007,0.030006812521457,0.0353837557111487,0.0402693048274601,0.0435505932670912,0.0432536284611666,0.0381702282240619,0.0281723974997719,0.0141187435432482,-0.00142898639646072,-0.0144660959350893,-0.0221184587871255,-0.024823291451022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
857,1,0.0203415464348418,0.00763543949236278,-0.00435420768139494,-0.0120258700976552,-0.0125878408990296,-0.00723607689264583,0.00183124320530825,0.0147614542418912,0.0314750887838366,0.0474445621887136,0.0558057955881721,0.0541677330078141,0.0468001669173232,0.039209073221937,0.0325783222139679,0.0247429942640327,0.0147360055135763,0.00410391650466835,-0.00585599617949084,-0.0161999467293361,-0.0290171023142416,-0.0447299641562515,-0.0609958063735787,-0.0738902667309147,-0.080463669889085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
863,1,-0.245091454317353,-0.546131204914049,0,0.776943198194676,-0.173077406003451,-0.112504098356952,-0.287241711178348,0.746893556653202,0.205333661550798,0.363917928817727,-1.59084620396336,0.919795680494796,-0.451274597537051,0.0910804693473324,0.0591641325257375,0.162214855571693,-0.260664011886771,0.00256221676460067,0.4323089103033,-0.0945561076145789,0.312611868213796,-0.389451898446519,0.121422162885463,0.0404286570556081,0.018885344160374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22076,1,-0.0215168442498843,-0.0217030121463671,-0.0221256482525805,-0.0229601266241479,-0.0238419011370494,-0.0241526035084911,-0.0234830405708601,-0.0218752417354393,-0.0196306143113265,-0.0169142981752355,-0.0136465993003476,-0.00979831710758905,-0.00562964691365231,-0.00151338108390053,0.00236398769977075,0.00597921182059924,0.00926155127090045,0.0121171475839477,0.0146241678809291,0.016981459795006,0.0192382049916464,0.0212695483456109,0.0230593069623826,0.0247821188806627,0.0264705400355432,0.0277562716511541,0.0281095230881085,0.0272670547123459,0.0253075779698628,0.0223893566368769,0.0185809317795158,0.013963049931716,0.00880157331997911,0.00359431501203833,-0.00103690728205486,-0.00457201484198233,-0.00682581472606625,-0.00799969907602449,-0.00850682467747887,-0.00876818997413586,-0.00912061720680679,-0.00972852966576099,-0.0104541114164087,-0.0109352145412434,-1,-1,-1,-1,-1
22075,1,-0.0441973652061245,-0.0522263441594308,-0.0569098138379114,-0.0536030113191113,-0.0376616097537408,-0.00897154685873192,0.026565177051725,0.0597567111478989,0.0832109185282817,0.0956765247147464,0.0984858880729647,0.0948687982555212,0.088034396338009,0.0796205862462473,0.0696845085996776,0.0573706913529195,0.0426450572887145,0.0270028448888677,0.0123715507615119,-0.000698431683926692,-0.0135901300031964,-0.0281305817640556,-0.0444789856598975,-0.0605769558657379,-0.0739406449583138,-0.0840985478484164,-0.0913552974758129,-0.0961696991857961,-0.0986437922077954,-0.0984966848159612,-0.0946048101068402,-0.0871807416963817,-0.0785762175482505,-0.0708481049513323,-0.0645669454542719,-0.0598169736442289,-0.0568800680014596,-0.0551016734427283,-0.0521189148397614,-0.0459387554073616,-0.038002668227179,-0.0326085907401046,-1,-1,-1,-1,-1,-1,-1
22074,1,0,0,0,0,0,-0.941827781670051,0.941827781670051,-1.24334329385403,1.24334329385403,-0.0669282968169713,0,0.221835804729489,-0.0774537539562585,-0.0774537539562594,0.196324905701766,-0.196324905701766,0.0580266203573374,-0.124954917174309,0.0669282968169713,0,0.0580266203573374,0.176075078489672,-0.0791941909344915,-0.150495581080428,-0.150495581080428,-0.0362662028214591,-0.282518448419211,0.349485002168009,0.349485002168009,0.0611873024719625,0.0611873024719616,-0.341963920721349,0.352385172581431,-0.171633026032073,-0.179198893370561,0.397479967915068,-0.350164104802474,-0.0392118343532415,0.334862679938501,-0.6526909843481,0.0143776619641907,0.38745037749004,-0.421808104508904,0.0483768175208872,-1,-1,-1,-1,-1
22073,1,-0.0197713253989651,-0.0249765456980464,-0.0285810683189949,-0.0298861825532759,-0.0288515977747892,-0.0255583310343361,-0.0201637921525437,-0.0134580413912513,-0.00674600298434225,-0.000759748574449048,0.00484142540488897,0.010448695094782,0.0153800885153448,0.0183126880933369,0.0186219721401981,0.016837304952614,0.0139638963424895,0.0107799380363067,0.00752302528917514,0.00366362328575232,-0.00182591112491259,-0.00919408140610489,-0.0167788763065984,-0.0218242894376557,-0.0227412433963137,-0.0202104070834856,-0.0160823813819198,-0.011940057697724,-0.00897551741163216,-0.00827982161487739,-0.0102366554289892,-0.0138737454877784,-0.0176341135642772,-0.0208121724807695,-0.0236684906774673,-0.0262220377866988,-0.0277208860267519,-0.0276030081628145,-0.0263923904183887,-0.025151841132824,-0.0243339589669835,-0.0236336617687778,-0.0228330723498535,-0.0222529253509958,-1,-1,-1,-1,-1
22071,1,-0.0415326974389569,-0.129108086158206,-0.207408419283516,-0.231747946397515,-0.186455181442464,-0.0927775447814252,0.00785761453489497,0.0836164471903276,0.130783864576516,0.162933751857625,0.183501708084536,0.176678681619858,0.129842931709879,0.0582838287452598,-0.00136244903351157,-0.0209400156621555,0.00222414801184589,0.0538257148502344,0.114966250563615,0.163426686191265,0.177049301388054,0.148923365951131,0.0950741471471694,0.0366171153786539,-0.0209139370395972,-0.0797109766944333,-0.14492262109929,-0.192076765259303,-0.184142257154402,-0.118443495547716,-0.0344028999833377,0.0284032872890974,0.0601553630588385,0.0638453872394664,0.0533735839619967,0.0316556761066664,-0.00130139743945623,-0.0414244149692147,-0.0705735765683047,-0.0674961660569613,-0.0269156328271745,0.0347319776219179,0.0904761223722472,0.120304768833515,-1,-1,-1,-1,-1
22070,1,-0.0621479067488449,-0.335792101923193,0.522878745280338,-0.0457574905606752,-1.25527250510331,0.389075625191822,0.389075625191821,0.823908740944319,-0.560667306169738,-0.895264649479987,1.02996322337744,-0.176091259055681,0.698970004336019,-1,0.0791812460476247,0.698970004336019,0,-0.176091259055681,-0.06246936830415,-0.06246936830415,-0.397940008672038,0.920818753952375,0.176091259055681,-0.0362832230056291,-0.03628322300563,-0.0362832230056291,-0.0362832230056291,-0.0362832230056296,-0.0362832230056296,-0.0362832230056291,-0.0362832230056296,-0.0362832230056291,0.109785393967154,-0.157786739781852,0.0365522322552798,-0.0516256617053159,-0.206683880123472,-1.13262556527459,1.08432088570004,-0.0572626529659996,0.171009447459161,-0.0497294897098421,-0.0743581381215379,0.0385291946840214,-1,-1,-1,-1,-1
22069,1,-0.238894878645584,-0.0538879295637011,-0.167960820052655,0.1249387366083,0.0347365256683103,0.0621734873397459,-0.110676843966286,0.365949349069593,0.0234810958495224,0.373171192439864,-0.265714077460387,0.275504877974978,-0.194346618863261,-0.305978039767094,0.581599904505563,-0.607344459445766,-0.22809017572777,0.29431332660281,-0.133689353911151,-0.455444987388757,0.699034892201357,-0.112204728062084,0.119188087934479,-0.642024829783098,0.944791209182511,-0.0642024194099839,-0.837189769998953,0.193312968770068,0.0746837191852654,0.0746837191852654,0.0746837191852654,-0.0626931113170137,-0.0626931113170137,-0.0626931113170133,0.03058050089082,-0.239569778521537,0.261037560757095,-0.0797383910655407,0.137962271016379,0.288563606273818,0.376002577974549,-0.100415976049337,0.027674745531562,-0.0333733108171783,-1,-1,-1,-1,-1
22068,1,-0.100343331887994,-0.100343331887994,-0.100343331887994,-0.100343331887994,-0.100343331887994,-0.100343331887994,-0.100343331887994,0.477121254719663,0.06246936830415,0.06246936830415,0.268484536164441,0.268484536164441,0.268484536164441,0.268484536164441,0.268484536164441,-0.128690535297237,-0.128690535297237,-0.128690535297238,-0.128690535297237,-0.128690535297237,-0.0636388020107854,-0.0636388020107859,-0.0636388020107854,-0.0636388020107854,-0.0636388020107859,-0.0636388020107854,-0.0636388020107854,-0.0636388020107859,-0.0636388020107854,-0.0636388020107854,-0.0192197062070338,0.645946581102491,0.53819220584781,-0.408945285673628,-0.147846184074006,0.739139026797395,-1.32171253332064,0.690015161683092,0.404691208175049,0.834274390880121,-0.944132104810883,0.364448699170041,-0.820433102677072,1.21865852888738,-1,-1,-1,-1,-1
22067,1,0.108081499893922,0.11127096946587,0.0626324977120953,-0.00534731084314144,-0.058950651612721,-0.0960674449728853,-0.130372058330205,-0.157934896396055,-0.157032963799507,-0.117243967366943,-0.0532654020417445,0.0119933212906309,0.0660200052809707,0.10475251125397,0.123809789449687,0.121522334836924,0.106778308175438,0.0958690714353621,0.100373926956472,0.118907094795873,0.137076991769975,0.134270472440221,0.0982721869178986,0.0405845733682906,-0.00718451569475942,-0.0210099523515206,-0.0072121803712859,0.00957762702049703,0.0177788663955702,0.0248133751133821,0.031859596518129,0.031510777211067,0.0135632235268606,-0.014822837962015,-0.0271951635477254,-0.00520997641816034,0.0385988444381073,0.0732309829002187,0.0800508672891684,0.0637537989025452,0.0376241650205262,0.0101718415149055,-0.0127049780398023,-0.0248142135940048,-1,-1,-1,-1,-1
22064,1,-0.411880305393333,1.24273130742676,0.154893777252379,-0.999485093904812,-0.999485093904812,0.223545468564028,0.223545468564028,0.223545468564028,0.51858786863488,-0.679102759504376,0.105302438063356,0.00507445718226629,0.00507445718226585,0.00507445718226629,0.00507445718226585,0.34935275658478,0.34935275658478,-0.522834652231729,-0.669153775199919,0.553664496331496,0.397824948535743,0.125111315383431,-0.301202574439113,0.451588142475936,0.451588142475935,-0.124909974431932,-1.77757640651163,0.601197439938364,1.00025894534121,-0.300943714848777,-0.125111315383431,0.334552702899382,0.334552702899382,-0.669105405798764,0.0536344084635951,0.0536344084635951,0.0536344084635951,0.0536344084635947,0.0536344084635951,0.0636183007006816,-0.295596582815222,0.19797250267237,0.19797250267237,-1,-1,-1,-1,-1,-1
22063,1,0.0302178705386718,0.0297440675769112,0.0291123977083876,0.0283305874700144,0.0273802318011418,0.0262430358487231,0.0249381466387568,0.0235178450176745,0.0220246775825617,0.0204648006093144,0.0188267934652062,0.0171160638587633,0.0153668456404255,0.0136320262084642,0.0119678165928221,0.0104149809918308,0.00897979614260969,0.00763876479284153,0.00637717587780884,0.00522132346584403,0.00421547751515927,0.00336084456708985,0.00259137456650294,0.0018247677368981,0.00103853317329161,0.00029265149565294,-0.000319710682509466,-0.000743069267840291,-0.000993099757497617,-0.00113433177232736,-0.00122770481832646,-0.00129363812907712,-0.00132059811970553,-0.00130356887651129,-0.00126388921873488,-0.00122640978992905,-0.00118716002285524,-0.00111701967650202,-0.000995427940229554,-0.000828992293588016,-0.000639529960533736,-0.000451999251418478,-0.000299550442059981,-0.000217517317828708,-1,-1,-1,-1,-1
22062,1,-0.00598341111692591,-0.00850166707890931,-0.0112261090628873,-0.0140290524801649,-0.0162015847847483,-0.0170987081896108,-0.0167736966699588,-0.0157763691074733,-0.0145305671108424,-0.0131726016443361,-0.0118166675605105,-0.0105778895145168,-0.00932121180035228,-0.00772163518009705,-0.00566452331128087,-0.00332836179046492,-0.000787967667457146,0.00216971616441963,0.0056430396415017,0.00925696973747758,0.0124601777523976,0.0150422155033301,0.0170785186615694,0.0184199581309272,0.0185501141328608,0.0170558039129913,0.0140450292806023,0.00996104005761556,0.00511194911467872,-0.000427178448493493,-0.00645937964882126,-0.0124005572126809,-0.0175223347161246,-0.0214678360275702,-0.0244452592635609,-0.0268763169329906,-0.0289355629575008,-0.0305295031937849,-0.0316629456042952,-0.0326267485016984,-0.033726973605436,-0.0349351026688263,-0.0359250528438766,-0.0364265170409404,-1,-1,-1,-1,-1
22061,1,0.131629630658959,0.153849074814326,0.124950273698134,0.058718008619532,0.010291404814462,-0.0080122931804989,-0.0075225607451137,-0.0115442478154599,-0.0221655200576438,-0.0259017269717359,-0.0168877602517474,0.0116009845986942,0.0490537403496547,0.0922193287734068,0.133209317085049,0.139484008168687,0.104697224954572,0.0562600553871504,0.0274373153439145,0.0292508989205684,0.0456147331658183,0.0517668957669994,0.0361987262509622,0.00728268112579222,-0.0194677983988334,-0.0404593523441497,-0.0558507524875855,-0.0687219457543491,-0.0793697240424382,-0.0829133963383986,-0.0732405194798451,-0.0480601749894634,-0.0106103831411986,0.0317001003138513,0.068762123212514,0.0904853750940671,0.0947675047653909,0.081608512226738,0.0506051076220406,0.00262664413962987,-0.0528001176325184,-0.108004501165217,-0.140889492152874,-1,-1,-1,-1,-1,-1
22059,1,0.0021081901032991,0.00210819010342789,0.00210819010355401,0.00210819010369523,0.00210819010383911,0.00210819010397945,0.002108190104118,0.00210819010423702,0.00210819010434626,0.0021081901044484,0.00210819010454699,0.00210819010463581,0.00210819010472374,0.00210819010480101,0.00210819010486141,0.00210819010492092,0.00210819010496621,0.00210819010500263,0.00210819010502661,0.00210819010505237,0.00210819010506302,0.00210819010507457,0.00210819010507901,0.00210819010508612,0.00210819010508878,0.00210819010510033,0.00210819010511099,0.00210819010513141,0.00210819010516339,0.00210819010520691,0.00210819010525665,0.00210819010530106,0.00210819010534902,0.00210819010539165,0.00210819010542895,0.00210819010547159,0.00210819010550534,0.00210819010553731,0.00210819010556573,0.00210819010557728,0.00210819010558883,0.00210819010558172,0.00210819010557817,0.00210819010557461,-1,-1,-1,-1,-1
22060,1,0,0,0.778151250383643,-2.47712125471966,0.619280313679916,0.619280313679916,0.619280313679916,0.619280313679915,-0.778151250383643,0,0,0,0,0,0,0,0,0.138324449323606,0.138324449323606,0.138324449323606,0.244058319510563,0.244058319510563,-0.0579919469776868,-0.040506341447716,-0.0405063414477156,-0.0405063414477156,-0.040506341447716,-0.0405063414477156,-0.0405063414477156,0.176091259055681,0.367976785294595,-0.18704700675155,-0.18704700675155,-0.18704700675155,-0.18704700675155,0.0536049848239344,0.0536049848239339,-0.448245126983433,0.835189751354008,0.116505569071437,-0.0245231378590867,0.472288999226212,-0.716003343634799,0.754626284188924,-1,-1,-1,-1,-1
22066,1,0.136157381297646,0.0231722666927516,-0.0732017708135699,-0.13969969628936,-0.163946606006686,-0.149138677198901,-0.114972445152902,-0.0827432779178126,-0.0595868561621105,-0.0394585379872936,-0.0205422724847866,-0.00319845149504649,0.00995870197879922,0.0138781735307063,0.00738730751923677,-0.00689661255575169,-0.0159753612659652,-0.00630425329421813,0.0262641946555031,0.0726177413826399,0.117449565793005,0.154311636420207,0.171092895951717,0.16476558005937,0.135329688743155,0.0867215318240406,0.0346863485854798,-0.012923041788977,-0.0404406018488452,-0.044507286646414,-0.0297914907102932,-0.00918767288889466,0.00382471458444344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
860,1,0.0639302213636472,0.0536309974043161,0.031992758350023,0.0020739625832733,-0.0246775704821243,-0.0321059427686936,-0.0115545502688612,0.0294458490845118,0.0722655573597266,0.101052289111187,0.111108357547718,0.105543841176699,0.0879000497308922,0.0604963718717322,0.0280652807230832,-0.00104444659888348,-0.019360947147133,-0.0253823241840103,-0.0234119835429731,-0.0188872315006638,-0.0145771004632094,-0.0107335871690677,-0.00737800338515537,-0.0053480604148084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
855,1,0.0310312897746536,0.0310312897747202,0.0310312897747345,0.0310312897746936,0.0310312897746101,0.0310312897745142,0.0310312897744307,0.0310312897743756,0.0310312897743303,0.0310312897742735,0.0310312897741802,0.0310312897740532,0.0310312897739209,0.0310312897737806,0.0310312897736447,0.0310312897735017,0.0310312897733649,0.0310312897732565,0.0310312897731819,0.0310312897731428,0.0310312897731322,0.031031289773134,0.0310312897731349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
865,1,0.0601951563256999,0.0582471887737439,0.0556040067907891,0.0528781634707156,0.0503499683031423,0.0478025228553125,0.0449763590802584,0.0420024743451827,0.0392731034418818,0.0369909824214781,0.0350142319210608,0.0331473364947211,0.0314302305702127,0.030037289235303,0.028952623225579,0.0278685953705324,0.0264502000488342,0.0246688029123008,0.0228578633208663,0.0214582388540226,0.0207019965736168,0.0204864081461815,0.0205032941165817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
864,1,0.0203847813104472,0.0247829557785939,0.0301060281489329,0.0384647513410099,0.0486800229293369,0.0568237203722333,0.0604094734816746,0.0602472414016647,0.0580272000170159,0.0539207260862772,0.0474759537908044,0.0393888639507062,0.0307471444792901,0.0211240889419552,0.0091893805247617,-0.00450879020158323,-0.0167258053351768,-0.0242627712344851,-0.0268657511840152,-0.0268348572514966,-0.0264103728126107,-0.0263052416766607,-0.026327671456926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
