"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.0352206447868295,0.035206369817621,0.035089591741932,0.0347689045617865,0.0342049832086437,0.0334280528585023,0.0324912268572195,0.0314396084875295,0.0303284605374023,0.0292485992753817,0.0283037058179989,-0.182281417333674,-0.0305494113606828,-0.0308164176959367,-0.237060697570424,-0.237324400405245,0.343004543166159,0.342852393599036,0.0766199655610444,0.0766120280124485,-0.106445278263594,-0.119378507834604,0.0878699793500599,-0.0823000290420455
