"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003"
"Chelonia_mydas","Chelonia_mydas",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352206447868295,0.035206369817621,0.035089591741932,0.0347689045617865,0.0342049832086437,0.0334280528585023,0.0324912268572195,0.0314396084875295,0.0303284605374023,0.0292485992753817,0.0283037058179989,0.0275476303439652,0.0269468068064751,0.0264127941359673,0.0258786048591526,0.0253511991895103,0.0248994389653592,0.0245951398311117,0.0244577801806432,0.0244419050834517,0.0244703592674167,0.0244844191053732,0.0244722833694704,0.0244561781359582
"Dermochelys_coriacea","Dermochelys_coriacea",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392110465011314,-0.0880456295278407,-0.0880456295278407,-0.5,-0.5,0.66110964736696,0.66110964736696,0.128782150941446,0.128782150941445,-0.237360915794604,-0.263241434774582,0.151267675330649,-0.189056236220049
