population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
17745,1,-1,-1,-1,-1,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460555,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460555,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460555,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460555,0.00887478185460555,0.00887478185460511,0.00887478185460555,0.00887478185460555,0.00887478185460511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17744,1,-1,-1,-1,-1,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235139,0.0124148496235148,0.0124148496235139,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,0.0124148496235144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17743,1,-1,-1,-1,-1,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075771,-0.00167756022075682,-0.00167756022075682,-0.00167756022075682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17742,1,-1,-1,-1,-1,-0.00753910561505844,-0.00753910561505844,-0.00753910561505933,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505933,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505933,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505844,-0.00753910561505933,-0.00753910561505844,-0.00753910561505844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17741,1,-1,-1,-1,-1,-0.0101162129776871,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-0.0101162129776871,-0.0101162129776879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8578,1,-1,-1,-1,-1,-1,0.0485111436522745,0.048511143652274,0.0485111436522745,0.048511143652274,0.0485111436522745,0.048511143652274,0.0485111436522745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1,-1,-1,-1,-1,-1,0.00586897604579484,0.00586897604579484,0.00586897604579484,0.0744134205491733,0.0744134205491735,0.0744134205491735,0.0744134205491735,0.0181424297353818,0.018142429735382,0.018142429735382,0.018142429735382,0.018142429735382,0.0181424297353818,0.018142429735382,0.0540258001222831,0.0540258001222829,0.0540258001222829,0.0540258001222831,0.0540258001222831,0.0540258001222829,0.0540258001222829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8566,1,-1,-1,-1,-1,-1,0.0485111436522745,0.048511143652274,0.0485111436522745,0.048511143652274,0.0485111436522745,0.048511143652274,0.0485111436522745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,1,-1,-1,-1,-1,-1,0.0837726951146638,0.0837726951146638,0.0837726951146638,-0.00625841990663112,-0.00625841990663134,-0.00625841990663112,-0.00625841990663112,0.0416038816699227,0.0416038816699225,0.0416038816699227,0.0416038816699227,0.0416038816699225,0.0416038816699227,0.0416038816699227,0.0547190384937914,0.0547190384937912,0.0547190384937914,0.0547190384937912,0.0547190384937914,0.0547190384937914,0.0547190384937912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8558,1,-1,-1,-1,-1,-1,-0.0566047921225743,-0.0566047921225743,-0.0566047921225745,-0.0566047921225743,-0.0566047921225743,-0.0566047921225743,-0.0566047921225745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
