"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Infiles/fw_Herps_pops.txt",1,-0.025753334850685,0.0186799073035535,-0.0100004647008047,-0.00701344072735648,-0.0258616585913957,-0.0113515769823404,-0.0395245355431929,-0.012577982330609,-0.0130921927979009,0.000108739476312052,-0.00897529449419749,0.00136469270276506,-0.0018141305818884,0.0114118218092344,-0.01834989285359,-0.0431514605234219,0.0234674885744106,-0.0360224808804664,-0.0133435825525265,-0.0518979099759292,-0.0272593631646606,-0.0331312669444989,0.0144601421518065,-0.0771498541860468,-0.0214453877854179,-0.0392495452540765,-0.0321461955733947,0.000109270231676129,-0.0345522065241103,-0.0257080136918448,-0.00488272295838667,0.00118393843509596,0.0148026555012669,-0.0276071665670349,-0.0501240723510024,-0.067585553907835,-0.0643930080081867,-0.0473949587566232,-0.0365261730587289,-0.0706624213844461,-0.0618788258844792,-0.00642392794437037,-0.000286028387551175,0.15595338371859,0.0610333743128167,0.0408257944170781,0.0139033091735049,0.00381608288401495,NA
