"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-0.0292652181124442,-0.0234545338601834,-0.0234545338601837,-0.0234545338601833,-0.0234545338601835,-0.0502719087336042,-0.0502719087336041,-0.0502719087336042,-0.0439595554250228,-0.0394703336007254,-0.0312030304321049,-0.0247178198497067,-0.0474998877106758,-0.064555204029664,-0.0630724614437516,-0.0473794438983253,-0.0164689210846815,-0.0581547465290339,-0.0335282889689229,-0.0205165123991203,-0.0660317395570277,0.00203638604165794,-0.120407382597826,-0.0902956822538801,-0.0824164360056798,-0.108351938841506,-0.126432455816237,-0.114781048675165,-0.0584746375906237,-0.0659687519250037,-0.0151668653769247,-0.0267541589721586,0.0440306395851157,-0.151632958240915,-0.130568766376072,-0.137913294866882,-0.154586683624905,-0.132081047632171,-0.0258982573785178,-0.0128430329062763,-0.203750857496927,-0.147451052910939,-0.00595318431392809
