ID,min_year,max_year
1075,1968,1997
1076,1970,1999
4451,1989,2001
4452,1989,2001
4453,1989,2001
4561,1983,1984
4843,1987,2005
4849,1992,2005
4850,1992,2005
4851,1992,2005
6364,1991,1999
6365,1991,1999
12903,2008,2011
17784,1988,1998
17854,1971,2010
17965,1975,2007
18003,1993,2005
18004,1973,2016
27185,1971,2014
