FileName	Group	Weighting	WeightingB
T_Afrotropical_Aves_pops.txt	1	0.387205957	0.129068652
T_Afrotropical_Mammalia_pops.txt	1	0.197833813	0.065944604
T_Afrotropical_Herps_pops.txt	1	0.41496023	0.138320077
T_IndoPacific_Aves_pops.txt	2	0.396527091	0.132175697
T_IndoPacific_Mammalia_pops.txt	2	0.172106825	0.057368942
T_IndoPacific_Herps_pops.txt	2	0.431366084	0.143788695
T_Palearctic_Aves_pops.txt	3	0.433535576	0.144511859
T_Palearctic_Mammalia_pops.txt	3	0.249862107	0.083287369
T_Palearctic_Herps_pops.txt	3	0.316602317	0.105534106
T_Neotropical_Aves_pops.txt	4	0.387661234	0.129220411
T_Neotropical_Mammalia_pops.txt	4	0.127987201	0.0426624
T_Neotropical_Herps_pops.txt	4	0.484351565	0.161450522
T_Nearctic_Aves_pops.txt	5	0.376366476	0.125455492
T_Nearctic_Mammalia_pops.txt	5	0.249869859	0.083289953
T_Nearctic_Herps_pops.txt	5	0.373763665	0.124587888
fw_Afrotropical_Aves_pops.txt	6	0.192	0.064
fw_Afrotropical_Mammalia_pops.txt	6	0.009	0.003
fw_Afrotropical_Herps_pops.txt	6	0.207	0.069
fw_Afrotropical_Fish_pops.txt	6	0.59	0.196666667
fw_IndoPacific_Aves_pops.txt	7	0.176	0.058666667
fw_IndoPacific_Mammalia_pops.txt	7	0.008	0.002666667
fw_IndoPacific_Herps_pops.txt	7	0.321	0.107
fw_IndoPacific_Fish_pops.txt	7	0.493	0.164333333
fw_Palearctic_Aves_pops.txt	8	0.211	0.070333333
fw_Palearctic_Mammalia_pops.txt	8	0.015	0.005
fw_Palearctic_Herps_pops.txt	8	0.179	0.059666667
fw_Palearctic_Fish_pops.txt	8	0.592	0.197333333
fw_Neotropical_Aves_pops.txt	9	0.107	0.035666667
fw_Neotropical_Mammalia_pops.txt	9	0.01	0.003333333
fw_Neotropical_Herps_pops.txt	9	0.298	0.099333333
fw_Neotropical_Fish_pops.txt	9	0.584	0.194666667
fw_Nearctic_Aves_pops.txt	10	0.203	0.067666667
fw_Nearctic_Mammalia_pops.txt	10	0.013	0.004333333
fw_Nearctic_Herps_pops.txt	10	0.217	0.072333333
fw_Nearctic_Fish_pops.txt	10	0.565	0.188333333
m_AtNoTemp_Aves_pops.txt	11	0.068635	0.022878333
m_AtNoTemp_Mammalia_pops.txt	11	0.009774	0.003258
m_AtNoTemp_Herps_pops.txt	11	0.001303	0.000434333
m_AtNoTemp_Fish_pops.txt	11	0.920286	0.306762
m_AtTrSub_Aves_pops.txt	12	0.069353	0.023117667
m_AtTrSub_Mammalia_pops.txt	12	0.006224	0.002074667
m_AtTrSub_Herps_pops.txt	12	0.00163	0.000543333
m_AtTrSub_Fish_pops.txt	12	0.922791	0.307597
m_Arctic_Aves_pops.txt	13	0.172867	0.057622333
m_Arctic_Mammalia_pops.txt	13	0.035011	0.011670333
m_Arctic_Fish_pops.txt	13	0.792123	0.264041
m_SoTeAnt_Aves_pops.txt	14	0.054261	0.018087
m_SoTeAnt_Mammalia_pops.txt	14	0.022342	0.007447333
m_SoTeAnt_Fish_pops.txt	14	0.922438	0.307479333
m_TroSubIndo_Aves_pops.txt	15	0.048714	0.016238
m_TroSubIndo_Mammalia_pops.txt	15	0.004878	0.001626
m_TroSubIndo_Herps_pops.txt	15	0.005505	0.001835
m_TroSubIndo_Fish_pops.txt	15	0.940901	0.313633667
m_PaNoTemp_Aves_pops.txt	16	0.080916	0.026972
m_PaNoTemp_Mammalia_pops.txt	16	0.025257	0.008419
m_PaNoTemp_Herps_pops.txt	16	0.000935	0.000311667
m_PaNoTemp_Fish_pops.txt	16	0.89289	0.29763
