"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,-0.00160618884632878,0.000151582256192137,-0.00134877900791383,-0.00122883096799747,-0.00397328646602799,-0.0160001476208308,7.05833994658994e-05,0.000620166604948721,0.00425209042750354,0.00677767193347516,0.00469209584887598,0.0204010692023752,0.0142246158107121,0.0137826543673589,0.0120852469662613,0.00764421866439224,-0.0189896430828267,0.0104060412229323,0.00667977695445865,0.00725695446496585,0.00582506278621535,-0.00447841781123639,-0.00364036319324087,-0.0206583350725308,-0.00534306007270978,-0.00440010796387514,-0.00667225964221573,-0.0147906132113476,-0.00766407706757714,-0.00202901669904353,-0.00412399131004664,0.0142658465671724,-0.0053274088702595,-0.00628387494895059,0.00362184278652797,0.00453361490494408,-0.00363809237998944,-0.0166320692106165,-0.00850815126015017,0.00349770688567082,0.00296846180808771,0.0100151241629355,0.00944481297405715,-0.00156071310050903,-0.00499101447841553,-0.0112078075260284,-0.0285139341826502
