"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Hippopotamus_amphibius","Hippopotamus_amphibius",123,1,-0.0809121972157262,-0.00181353902787862,0.0333261483154509,-0.097104403259013,-0.0691751611124918,-0.0697757225448994,0.00412824358720254,0.0131210966809361,0.0138589394508984,0.0152205321737882,-0.00458174362844742,-0.00152674705793511,-0.000795557956271509,-0.0063450014725027,-0.0175803414283326,-0.0216493626314757,-0.00839910693131106,0.0639237821248406,-0.0768018976535423,-0.0167728902072046,-0.0136047718718938,-0.0176847586016347,-0.0378099549909322,-0.0285753062187181,-0.0290422892389923,-0.0083349600766461,-0.00258686291866852,0.00436786657518746,-0.0166368560919942,-0.07829610496038,0.0527245330384146,0.0214138032386496,0.01411458745332,0.0357819981744213,0.0437795819530101,0.0250961014301532,-0.0392791371872337,-0.0305540952020878,-0.0303998704074381,-0.0413010977863203,-0.00187685389159113,-3.42213940670947e-05
"Kobus_leche","Kobus_leche",6,1,NA,NA,NA,0.0208596017277038,0.0208596017277047,0.0208596017277038,0.0208596017277038,0.0208596017277038,0.0208596017277038,0.0208596017277038,0.0208596017277038,0.0208596017277047,0.0208596017277038,-0.0162863349950859,-0.0162863349950859,-0.0162863349950859,-0.016286334995085,-0.0162863349950859,0.0615032689174377,-0.0847228160637403,-0.079812509796815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
