"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Infiles/T_Nearctic_Herps_pops.txt",1,-0.0574567165017862,-0.0293210407935263,-0.0611689146397122,0.0295906836270475,-0.0335546143279196,-0.0351672585482637,-0.0233848288448995,-0.0284353321975038,-0.0228994839183306,0.0188202526791705,0.0112484873847256,-0.0242823311880716,-0.00439931445269333,-0.000894493644765522,0.0135968614974958,0.0257608348300573,-0.0281875766395432,-0.0126693267953889,-0.0126343278938108,-0.0601150537012646,0.0222814257469277,-0.0780336671484906,0.0531834945006716,-0.00707708281290089,-0.079938298720841,-0.0529770639706607,-0.0995366536165564,-0.0517076239822798,0.0128359526771279,-0.03239464351742,0.0778985158493414,-0.190907313677188,0.180729446009249,0.0181413673635368,0.0039681799184251,-0.0260110742451151,-0.0351816266081023,-0.0212500275146824,0.00968756344608624,0.0502254990738371,0.01958395487944,0.0234282394455149,0.0291276090137961,-0.00557198507946297,0.0439067985286499
