"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Anas_platyrhynchos","Anas_platyrhynchos",658,1,-0.119958835892202,0.257214216464111,0.244973452779488,-0.00336448291642792,-0.0101515267418664,0.00377066669900971,0.00456060595511227,0.00905827737025898,0.0057842788155908,0.00502100609586483,-0.0147068753698027,-0.0186583285758937,-0.0183972412192549,-0.0207490630270628,-0.00792766306121805,0.00470998188272267,0.0347075475023228,0.0115111130461437,0.00755952011922785,-0.0145068780192562,0.00969982302571518,0.00546564976657688,-0.0526448940394393,-0.0319745484774125,0.0127980954084168,0.0188441724149329,-0.00605016152438402,0.0455778633470196,0.0284312722789766,0.0118993443387483,0.0156674936454586,0.0136016660840018,0.0222411753625512,0.0376844584853986,0.0364421355411466,0.0761814917558236,0.0105114280480284,-0.00434767262135877,-0.0114808259906104,-0.0222903157757591,-0.00245341817210957,-0.00282372990926786,-0.00564272080254491,-0.00575291791433852,NA,NA,NA,NA
"Anser_albifrons","Anser_albifrons",60,1,-0.452498357550667,0.0547152704269822,-0.0182445245354823,-0.0176875303828801,-0.01768753038288,-0.0176875303828801,-0.0176875303828801,-0.0176875303828801,-0.0176875303828798,-0.0176875303828801,-0.0176875303828801,-0.01768753038288,-0.0176875303828801,-0.0176875303828802,-0.0176875303828799,-0.01768753038288,0.316461433064743,-0.0895484876210187,-0.0895484876210186,0.156116976709676,0.131372746322946,0.130680012714076,0.1777626306574,0.0932778055758036,0.0800550020823766,0.0631248794595473,-0.00137984063236596,-0.0152644620334039,-0.0242398185437608,-0.028065437568114,-0.0270179977951384,-0.0227661741961118,-0.019941264699237,-0.0244072630682979,0.0200819540123469,0.172453579124044,-0.125322314943624,0.145635738935768,-0.173719377392212,0.0534737257249089,0.0818962194289381,0.0108319128888863,-0.0717898047229384,-0.122378599386489,NA,NA,NA,NA
"Anser_anser","Anser_anser",456,1,0.0516838441299831,0.0233017849279694,0.0481126170809537,0.0274675408632209,0.00632352613210756,0.00413964136453502,0.0173875259614445,0.0413032576590123,0.0573698181382035,0.0487682464753167,0.00403781231547539,-0.00386941966272993,-0.00617725375190463,-0.00458981210451107,0.00393396777675758,0.00130372898311403,0.0320357597155679,0.0216490941361824,0.0274944021196578,0.022826820013982,0.0962141436261075,0.100073076586346,0.0947016552629866,0.0581203819699727,0.0377743639000842,0.0213112043420651,0.0133019650212755,0.0173310179878817,0.101504997654212,-0.0354755513147714,0.0192665979614431,0.0393243716684584,0.00537708868822379,0.0476586695058223,0.00489212955094965,0.0204391691744285,0.0179452905201923,0.0425979150526597,0.0535493042560538,0.0587419038335647,0.0588334099938593,0.0566344070617802,0.0397182829834031,0.0174250232983468,0.0130171855571529,NA,NA,NA
"Anser_erythropus","Anser_erythropus",81,1,0.276042248342321,0.276042248342321,0.276042248342321,-1,0,0,0,0,0,0,-0.5,-0.349485002168009,0.909622314238659,0.465553115329361,0.0795570419145144,-0.145505946223066,0.0669164996794031,-0.0850824779178612,-0.164721870471075,-0.099830678454274,0.0675793917254803,0.108708270177748,0.0701080804667587,0.0533944749931316,-0.0181949512465424,0.0374568397471906,0.128413885556779,0.0165912133537638,0.0818683677668404,-0.259802646455586,0.168699487758842,-0.0632773760945503,0.113082617902821,0.0329665327964823,-0.215797481801814,-0.059467352410047,0.02188066997148,0.135952038574928,-0.177384637703578,0.0153715722036933,0.317540872683357,NA,NA,NA,NA,NA,NA,NA
"Anser_fabalis","Anser_fabalis",53,1,-0.0586970863518936,-0.0586970863518936,-0.11069829749369,0.0110527378478174,0.0110527378478169,0.0110527378478174,0.0110527378478174,0.0110527378478169,0.0110527378478174,0.0110527378478169,0.0110527378478174,-0.102662341897148,-0.330993219041424,-0.179986302939206,-0.0862154585209165,-0.175786363710297,-0.0210412314909121,-0.115175641063141,-0.0643559070768553,-0.241401555623077,0.0160570773644706,-0.0645775818737787,-0.114959969025793,-0.168697581347246,-0.0732882671483615,0.104187177416191,0.167800526785378,0.0266829593446707,-0.185175832067562,-0.257821825008705,-0.150563787179103,-0.0268880538152227,-0.189881904272483,0.00855531266178211,-0.383015338857783,-0.200713733964013,0.187698873250579,0.187698873250579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthus_spinoletta","Anthus_spinoletta",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0843208857000359,0.0367228070247398,-0.225779043244789,-0.0636690798693773,0.082974235064764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigone_vipio","Antigone_vipio",19,1,0.0743370003291046,0.0743370003291046,0.0811762738933459,0.0811762738933455,0.0811762738933455,0.0811762738933455,0.0811762738933459,0.0119332512120547,0.0119332512120556,0.0119332512120547,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.0119332512120547,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.0119332512120551,0.047625727578124,0.0476257275781236,0.047625727578124,0.047625727578124,0.047625727578124,0.0476257275781236,-0.105740920100988,-0.182300478106647,0.268820498326885,0.236095806299546,-0.042842326374644,-0.0428423263746436,-0.042842326374644,-0.247464325582064,0.0282337726849846,0.0282337726849842,-0.118556196239575,-0.118556196239575,0.180060118067103,0.180060118067104,-0.600377763988099,-0.109784549838507,0.564969653228673,NA,NA,NA,NA
"Ardea_alba","Ardea_alba",280,1,0.104715431242631,-0.030197039360174,-0.0325155956078592,-0.00943593918371424,-0.00629662269223224,-0.0137079987899754,-0.0184502258744524,-0.0105915450242295,-0.00336928947882941,0.00363510366080143,-0.0132715168226847,-0.0178011123974866,0.010265765810097,-0.0105398245792282,-0.000429747857684142,-0.0672159903759005,0.0523359964630627,0.0654739929635559,0.133279165567371,-0.104461429837294,0.034798431151505,0.0324695779385507,0.0317533042626322,0.0589660281906738,0.0993457772931434,-0.00489245117549926,0.0577950667829178,0.0400413432770833,0.163399191211595,0.211738069457347,0.170277680313863,0.094929027476104,0.124808519678048,0.107960611485043,0.0721851332399969,-0.0999257882377602,-0.000676832400115118,-0.0146475166835011,0.0044628273817547,0.0145169415905252,0.00936800562120754,-0.0073293029343046,-0.0922060780417796,-0.0179159001395659,NA,NA,NA,NA
"Ardea_cinerea","Ardea_cinerea",660,1,0.0302987708058768,0.0370875440629995,0.0383514936901704,0.0378386628649071,0.0361552073413355,0.0354241110766597,0.0331009173956897,0.0253743010579509,0.0337504048173472,0.0295495921207492,0.036297720731996,0.0370561460139579,0.0219451113827795,0.0353075475027132,0.0122797860736898,0.0244629162757398,0.0334538289301932,0.0422316066695085,0.0407004747065076,0.0438603307947281,0.0298817399815736,0.0246034081449316,-0.00243055272902594,-0.0089315789023029,0.0106094205646203,-0.0233333207083469,0.0205150707108299,0.0269958943455369,0.00500053747148391,0.0674314739767415,0.0424983861875212,-0.0124419149179207,0.0327797603823211,0.00985226308477824,0.0052942473246484,0.00504304757882997,0.0195746659817091,-0.00590109129105127,0.0679284894218669,0.0185141704877761,0.067002877401003,-0.203544502338468,0.00529039445609136,-0.00255603850244501,NA,NA,NA,NA
"Ardea_intermedia","Ardea_intermedia",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257983865764495,0.0257326401706131,0.0254509874781497,0.0247726946457947,0.0236671505272441,0.0222107038180983,0.0206651498907506,0.0194148808021284,0.0187622770909504,NA,NA,NA,NA,NA,NA,NA
"Ardea_purpurea","Ardea_purpurea",225,1,0.0251183724356301,-0.1205079167321,-0.1205079167321,-0.00473763033895898,-0.00473763033895893,-0.00850869235035223,-0.0171044893004963,0.0124593381617913,0.00119730278531885,-0.0477810053822629,-0.0262060995505149,-0.0343337274698343,-0.0264031890010031,-0.0395932256378647,-0.00960792351294125,0.00409810787029697,-0.0736619165397163,0.0870874896633938,-0.0853460660330535,-0.0121876796502016,-0.0160558061373121,0.0131003191690395,0.0203275424360839,0.0357356161751262,0.0315646615796432,0.0276412264872082,0.0131745115748781,0.0162733256962147,0.0283748125549693,0.0347100187351095,0.051136520993989,0.0379558709061394,0.027503829986205,0.0122225274451803,-0.0218228027732885,-0.0093779731978458,0.00374189510997554,0.0249218788710693,-0.0900615835486367,0.0133451552121691,0.0989525583723904,-0.342757240638275,-0.0142339721322848,0.0165502835220552,NA,NA,NA,NA
"Ardeola_ralloides","Ardeola_ralloides",181,1,0.139430545798211,-0.0444890101160961,-0.0486667597046349,-0.0405689363755159,-0.0397268036078749,-0.0372304116475351,-0.0356959480644877,-0.0269384705938628,-0.0214530887577789,-0.0292168074211178,-0.022905628777895,-0.0847467725079471,0.03112308880415,0.00868123012379085,-0.0108070883967603,0.00751645513501188,0.0292662581540924,0.0312222818787908,0.058629582737461,0.0420940254194697,-0.0100670599386225,-0.104607914852728,-0.115914026949414,-0.0102288215974095,0.0242317223474124,0.0121011671639323,-0.0431009560009939,0.00345521765261829,-0.0774636883857703,0.132786051026018,0.0879250769003218,-0.0593930540417486,0.0420290889517901,0.0520887958277228,0.00332438311507166,-0.0232933472391054,0.0895872747151156,-0.15181205657167,-0.00915487655676187,-0.0091548765569431,-0.0311599407500823,-0.0311599407501933,-0.0311599407502204,NA,NA,NA,NA,NA
"Arenaria_interpres","Arenaria_interpres",35,1,NA,NA,NA,NA,0.0620889116295647,0.0620888912435069,0.0620888504713922,0.0620887901937409,0.0620887139326384,0.062088624791033,0.0620885332962609,0.0620884482212313,0.062088371203564,0.0620883022432581,0.0620882413403144,0.0620881871277617,0.0620881351111188,0.0620880899997966,0.0620880622155042,0.062088055151355,0.0620880613278947,0.0620880749283743,0.0620881090740155,0.0620881981411192,0.0620883786875164,0.0632733265994713,-0.0390448345137882,-0.0904742996262992,0.0355223576829532,0.0989845019084964,-0.0809620753997949,0.0620909938096328,0.0620912582405164,0.0620914362550853,0.0620915281345873,0.0620915550515559,0.062091549439347,0.0620915397584882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aythya_baeri","Aythya_baeri",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113655039689718,-0.113655039689718,-0.113655039689718,-0.113655039689717,-0.113655039689718,-0.113655039689718,-0.0761280500494528,-0.0761280500494523,-0.0761280500494528,-0.0761280500494528,-0.0761280500494523,-0.0761280500494528,-0.0761280500494523,-0.0761280500494528,-0.291143879552731,-0.291143879552731,-0.291143879552731,0.384690538483264,0.384690538483264,0.384690538483264,-0.815659892164479,NA,NA,NA,NA,NA,NA,NA
"Aythya_ferina","Aythya_ferina",476,1,0.101000534705457,0.196755468626808,0.159479709126682,0.00956057218315757,-0.00601896674017982,-0.0195092387241375,-0.0251533886677378,-0.0251619297987543,-0.0982981185384669,-0.0783899559382429,-0.0309817871117282,0.0206192150322268,0.0372193517441497,0.147010559609188,-0.0282264569003347,0.0797044376132593,0.0329056954715818,0.0695255103323369,0.0659626289860892,-0.0355581635452015,-0.0818557395319874,-0.0693450087705962,0.0349892386479675,0.0831498012386981,-0.00883681503493706,0.0431865135038937,-0.0839918409082947,-0.0223532750611097,0.0995780327771614,0.0247129457502324,-0.0195756561835291,-0.00151612355676168,-0.0295141159203807,-0.052127216561478,-0.0860379308298651,0.153275750309462,-0.00994046242037662,-0.0214384632385215,-0.0175521071018028,0.00732307481405299,-0.0147744832275103,-0.0146914391727848,0.00376417856064015,0.00405934730975033,NA,NA,NA,NA
"Aythya_fuligula","Aythya_fuligula",395,1,-0.0012662094594216,-0.0384348006309021,0.0985267742236632,0.149944208881724,0.0703144333118036,0.0230336823796058,-0.0059453134569939,-0.0139619579069484,-0.00189115200002155,0.0114918890898321,0.0124926584188738,-0.00279244623058579,-0.0108821763938104,-0.0189017399976371,-0.0224400099165916,-0.021985378176576,-0.0759718525446774,0.0228710411590006,0.100798603439458,0.0124294514042382,0.0118622437290091,-0.00632011033473123,0.012306156608094,0.0125565754763706,-0.0217741790464614,-0.0692078990847596,-0.0751458262607132,-0.0153175898769908,0.0160295757641409,0.0614844413600679,0.0355937516921798,0.0518307127537196,0.0417936811123507,0.0131400235858149,-0.0333953552190486,0.120931262216122,-0.0269300652698231,0.00876060796597808,0.0616531264847544,0.0391076941637686,-0.228558272806642,-0.485701545824131,0.0082968632049365,-0.00291889680513124,NA,NA,NA,NA
"Aythya_marila","Aythya_marila",321,1,-0.0379642279787079,-0.174113561537694,-0.0306094596666656,-0.0724317425529817,-0.019930662788203,0.0552581776617656,0.218142916539789,-0.206763545748749,0.0741738959271168,-0.0863072539735711,-0.0793876655091436,0.0664581386612238,0.0655624320141574,0.0421770771410969,0.0213000756587445,0.019198753876227,0.0507528632457529,0.101369877346444,0.0866363745188444,0.0715762711195383,0.0539924342037691,0.00696990111453373,-0.0236605616769439,-0.028697555643046,-0.0367756712884316,-0.0524992698416422,-0.0521054020296677,-0.0414922303161258,-0.0113464830583825,0.00810010070815552,0.0415651154395909,0.0826186243644002,0.0764917156736643,0.117270185235845,0.117701581170014,0.0787352516091581,0.04873471577773,0.0407085280424982,-0.0552446230091137,-0.0803256964151762,NA,NA,NA,NA,NA,NA,NA,NA
"Aythya_nyroca","Aythya_nyroca",41,1,-0.0531961056496306,-0.0531961056496308,-0.0531961056496308,-0.0531961056496307,-0.0531961056496308,-0.0531961056496306,-0.053196105649631,-0.0531961056496307,-0.0531961056496306,-0.175768529161327,-0.0401182341684682,-0.0401182341684683,-0.0395957207845497,-0.0395957207845497,-0.0424105817349778,-0.0505785080949192,-0.0493280866569779,-0.049328086656978,-0.05480898517442,-0.05480898517442,-0.071267366772449,-0.071267366772449,-0.102247969497502,-0.102247969497502,-0.118488310039535,-0.0998308726587434,-0.0672139372998912,-0.074245001610805,-0.0545263515150183,-0.0545263515150183,-0.0545263515150184,-0.0545263515150183,0.012113751626007,0.332134092944303,0.332134092944926,0.332134092945926,0.332134092946842,0.332134092947349,0.332134092947462,0.33213409294742,NA,NA,NA,NA,NA,NA,NA,NA
"Botaurus_stellaris","Botaurus_stellaris",374,1,-0.0175574677753151,-0.0183231175774005,-0.0185120078294875,-0.0188382666319369,-0.182708209984264,0.150269299644324,-0.0207895146604233,-0.0211040798313861,-0.021592205892818,-0.17220872761858,-0.0906178647279828,-0.0422760558652712,0.0122083117763476,0.0588805002187918,0.0382488667625582,-0.0171892939750777,-0.0492790160631313,-0.0215120103709389,0.0220667614313901,0.0144866630551995,-0.0309127615752512,-0.0574240649779784,-0.016894706820182,0.0100652493142784,0.0713565373396252,-0.0231490149957539,0.0351720557989656,-0.0625765219320033,0.0631689082828433,0.0202154825305894,0.0263241462836188,0.00490170228858251,0.0647655493606926,-0.0170924579231793,0.0171083461117678,-0.0114197376492075,0.0122915511896614,0.00998488044744833,0.00449343973642341,0.00271893461908262,0.00856786048747371,0.0171636480772336,0.0199118936153034,0.0163263092233674,-0.0167315013520497,NA,NA,NA
"Branta_ruficollis","Branta_ruficollis",20,1,0.029348543175947,0.0293485431759466,0.029348543175947,0.0293485431759466,0.029348543175947,0.029348543175947,-0.0709218310563497,0.093487658955091,0.979484982883321,0.0410755871851629,-0.856358354064227,0.725028546534253,-0.0901520728950347,-0.159516554690273,0.309364360514015,-0.0038522480102019,-0.0038522480102019,-0.649499166398058,0.608194590022528,0.177677193908668,0.177677193908668,0.177677193908667,0.140759629073428,-0.295244466105475,0.00946574311730686,0.00946574311730686,0.00946574311730686,0.00946574311730597,0.00946574311730686,0.00946574311730686,0.00946574311730686,0.00946574311730686,0.00946574311730686,0.00946574311730686,-0.417476466208066,0.296670110253793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bubulcus_ibis","Bubulcus_ibis",200,1,0.109997197368106,0.0620634876095508,0.0403755525595501,0.0594123549040964,0.0759474555496132,0.0658156287971789,0.0462863863741236,-0.0330346800038013,-0.0254671995243141,-0.0179946825771846,-0.00963099850939339,0.00646593908064888,0.0134225749542358,-0.00777868930414455,-0.0426150637860388,-0.0237842968632038,0.0733576456157685,0.121967658866851,0.116548250709628,0.0820312928281991,0.057535510544012,0.109169946665068,0.174162220640603,0.164588095865417,0.10517242842616,0.168150815045396,0.0508139475623282,0.146641148775255,-0.0265402408203268,0.162651814907273,0.0454063996140178,0.0300908192247943,-0.0260710421660668,0.00260948716146319,0.0142753852692576,0.022910890473045,0.016885595777027,0.0246029533773257,0.0298005627873094,0.0245099660767221,0.00602508260502677,0.0765672000474217,0.0969783864294276,NA,NA,NA,NA,NA
"Bucephala_clangula","Bucephala_clangula",191,1,NA,NA,NA,NA,0.00188884070239387,0.0306789015332104,0.0313488614112609,0.0315419971193467,0.0305366549078589,0.0281264789007987,-0.0159973199671242,-0.0184026891190541,-0.0187950894212864,-0.0169076630473038,-0.0136949249696036,0.0100448218432332,0.0123278857284904,0.0159302041614083,0.0084579190862447,0.0103240364499724,-0.00971754157495749,-0.00997130548369953,-0.0115535889226695,-0.00913163997011305,-0.0073245094715256,0.0116311055328898,0.0170378340849375,0.0153968933047407,0.0126559960293115,0.00192159506998855,0.00637841331047011,-0.00438509693468885,-0.0260407636509875,-0.0430209451542467,-0.0519699910640341,-0.0549328208033847,-0.035635282755574,-0.0101549159305137,0.0131942783663865,0.0283637916138367,0.0305499803330909,0.0185509082724213,-0.000666089208679665,-0.0143511262941891,0.0181721811087787,0.0181721811088219,NA,NA
"Bucephala_islandica","Bucephala_islandica",39,1,-0.00941844426347593,-0.00941844426350524,-0.00941844426353011,-0.0094184442635501,-0.0094184442635652,-0.00941844426357497,-0.00941844426358784,-0.0094184442636065,-0.00941844426363048,-0.00941844426366023,-0.00941844426368865,-0.00941844426370952,-0.00941844426372063,-0.00941844426372507,-0.00941844426372063,-0.0094184442637113,-0.00941844426369354,-0.00941844426366067,-0.00941844426360916,-0.00941844426354432,-0.00941844426346572,-0.00941844426338623,-0.00941844426330718,-0.00941844426322724,-0.00941844426315086,-0.00941844426307803,-0.00941844426301586,-0.00941844426296745,-0.00941844426293503,-0.00941844426292171,-0.0094184442629266,-0.0094184442629488,-0.00941844426297234,-0.00941844426298477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buteo_buteo","Buteo_buteo",16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0534728152190225,0.0529301784907434,0.0516171614928698,0.0495591099811288,0.0471464708695373,0.044821479544437,0.0427094984983745,0.0406682383563717,0.0386976504733201,0.0370322418871778,0.036024835057616,0.0357637203751808,0.0358813107291756,0.035865979695467,0.0355617908205614,0.0352565714285646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris_alba","Calidris_alba",74,1,NA,NA,NA,NA,NA,NA,NA,0.137091416621336,0.134962337177709,0.134673258612856,0.139143122194498,0.145663964706838,0.148557727224735,0.077085787548,0.0724193175342536,0.0657582285509201,0.0574564916895989,0.0481154166147393,0.0389788447513114,0.031130249104987,-0.00157844324469784,-0.00440974504999048,-0.00556544306994922,-0.00498948159878291,-0.00348073156267933,-0.00218038132168282,-0.00155275340971683,-0.00119469666489228,-0.000627235356418584,4.56660076281571e-05,-0.00418487641056142,-0.00496297023806902,-0.00685109138749584,-0.00925203316418588,-0.0113734342031659,0.0291917581607377,0.0277318005212042,0.0263723517394325,0.0244631825226191,0.0222589613178785,0.0199782101090182,0.0171239062868045,0.0132358883375767,0.00890213661664152,0.00545144505107764,0.00375122591276877,NA,NA
