Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Rhomboplites_aurorubens,1,-0.00412928684342484,-0.0055991120062564,-0.00792687075632603,-0.0112089185895421,-0.0148902577928176,-0.0181879171478676,-0.0208745918576714,-0.0232352262092435,-0.0252950170650337,-0.0265138734150576,-0.0263453912984373,-0.0248417695436673,-0.0226551017259866,-0.0206071097718681,-0.0191521019666103,-0.0179674592946406,-0.0161324530659583,-0.0130339960417305,-0.00907883817563659,-0.00523903820243188,-0.00202624351375302,0.000663014528363259,0.00281538140772541,0.00407678287949764,0.00440761201019813,0.00431764905725052,0.0040492147016753,0.00296825755869934,0.00022506787364307,-0.00423364346390542,-0.00965726110372067,-0.0152054339787173,-0.0202791941027485,-0.0244189315924435,-0.0274025364965476,-0.0294088713364138,-0.0307315880956844,-0.0314151100245392,NA,NA,NA,NA,NA,NA,NA,NA
Scomberomorus_maculatus,1,-0.0150078371836024,-0.00970589100848818,-0.00166202177337471,-0.00627134694607023,-0.0270162109649426,-0.046960821042755,-0.0493878247628903,-0.037010008509075,-0.023200302753648,-0.0175331408943031,-0.0161785289096531,-0.0219810418962673,-0.0336248668251898,-0.0391358068424648,-0.0281174566726394,-0.00957088720323362,-0.00375047582851791,-0.0136450479628139,-0.0190315643966727,-0.00638283988549807,0.00891385003762105,0.00360296723474611,-0.0191058311013581,-0.0330562116955432,-0.0242452219533638,-0.00540091387304005,0.00663795830769217,0.0113557343050526,0.033915636955834,0.0329447991521659,0.0196512701143232,0.00680939122923951,0.0124380745818709,0.0304170890204569,0.0369546777583498,0.026240006963721,0.0176727173830933,0.0225993792828216,0.0259666955473397,0.0134026086199854,-0.00283428826590515,NA,NA,NA,NA,NA
Seriola_dumerili,1,-0.00380284664469022,-0.00484779377528932,-0.00396242324778706,-0.00269181333372215,-0.0039704696597842,-0.00624883284598798,-0.00517812033095799,-0.00215265233397544,-0.00453888390862067,-0.0137813623942393,-0.0203065026361191,-0.0172216727028229,-0.0128541504721649,-0.0188653469457756,-0.0297711354085011,-0.0293565736297334,-0.0443058926954818,-0.0527042327701865,-0.0627149531595315,-0.0551410704929607,-0.0335708133918631,-0.0211603051001519,-0.0297180898180802,-0.046218891842726,-0.0522019328504122,-0.0440704182973524,-0.0279741003118543,-0.00522619499848043,0.0255168130471732,0.0553626988424365,0.0664604698085454,0.049475058730782,0.0141184060051749,-0.0200450981969169,-0.0598701906589261,-0.0720755477827368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merluccius_capensis,1,0.00933096272699685,0.00185267248559384,-0.0136767349467881,-0.0362136964642095,-0.0578739082877091,-0.0640950437042271,-0.0457164724528552,-0.0110169840858576,0.0222891795085015,0.0273210231059403,0.0215786002730407,0.0196150636276133,0.0287783016477967,0.0443346538198983,0.0292735775094342,-0.0202673128844807,-0.0666239723937717,-0.0607810803267459,0.0016394436407771,0.0673303163968716,0.0757518944652525,0.0194010265809045,-0.050915761605016,-0.0774214755739236,-0.0461988936516291,0.00941363960819541,0.0457083097286858,-0.00545592268668305,-0.0129619017832239,-0.0217525831838623,-0.0306608790057332,-0.0376075507554186,-0.0405499270134904,-0.0394063883751565,-0.0354624869436453,-0.0281081025147287,-0.0148476210418877,0.0037471014858097,0.0218569571317433,0.0338039160428201,0.0396103486261108,0.0427341945608228,0.0446227538175572,NA,NA,NA
Merluccius_paradoxus,1,-0.0509686202668842,-0.095237013798311,-0.140249712202178,-0.142077117479008,-0.0972837902374861,-0.0421210793212214,-0.00587876047093694,0.0128597520969267,0.0244064767667025,0.0287092372067246,0.0273674881477204,0.0331620130933405,0.051471598331748,0.065490920236285,0.0558425159003439,0.0270668041646358,0.00162930344593182,-0.00588954627769311,0.002710106421425,0.0190272859832099,0.0328853753930556,0.0325119173818518,0.014140579725388,-0.00953382588696439,-0.020971781446872,-0.0164465827329945,-0.00544152352712057,0.00292483624433881,0.00260775775271593,-0.0126004880576067,-0.039734435848013,-0.0594172060900489,-0.0558248351739641,-0.0405073752727292,-0.0355927604305224,-0.0347302161620062,-0.00753046987575168,0.0499132303764238,0.0962942804455036,0.0937266316257004,0.0542123369299699,0.0180797269058246,0.00388864582689141,NA,NA,NA
Katsuwonus_pelamis,1,-0.0025644032938219,-0.0042018754490023,-0.00406538077636887,-0.00119878821380803,0.00140806772144186,0.000577185469904595,-0.00227226827940141,-0.00329959858617235,-0.00252539730800594,-0.00395423448957555,-0.00868583002242573,-0.0119968609682162,-0.00966456798198356,-0.00396058759974904,-4.30100466104477e-05,0.0012138865876814,0.00261363664980552,0.00415467596676766,0.00217968294958526,-0.00413358747779968,-0.00976215018435189,-0.00962682903116274,-0.00451357267714458,0.00109729127074942,0.00458554276095313,0.0058208288710575,0.00452851456372905,0.000907564665840077,-0.00202280157600088,-0.000793145708051668,0.00331332281493424,0.00498227826698683,0.00193753720905532,-0.00199968086846569,-0.00270666272305409,-0.00135035453161336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thunnus_thynnus,1,0.00682641888465962,-0.00196975818199452,-0.00631222802964537,-0.0155846343041904,-0.0276178102326019,-0.0376944748103157,-0.0425773974374819,-0.0426243048425292,-0.0404203243788604,-0.0383193459882226,-0.037373088411726,-0.0375355054738809,-0.0378131530236537,-0.0363603403066915,-0.0316924824929294,-0.0248309887058387,-0.019893647736959,-0.0211928806062598,-0.0288351308357602,-0.0375706471649779,-0.0410168631680487,-0.0201165479160093,-0.0129020538236174,-0.00537527708703323,0.00267697171984501,0.0108784015071589,0.0162811200265476,0.0152907979563056,0.0074531878326205,-0.00372002227155743,-0.0138060105379859,-0.0205334525533498,-0.0238474296992622,-0.0243364362245157,-0.00677067681220445,-0.00235298919934745,0.00122139435397184,0.00244434309002761,0.00225924891041096,NA,NA,NA,NA,NA,NA,NA
Thunnus_albacares,1,-0.00250226947920495,-0.00106236123300896,-0.00413014054324901,-0.00756958137292862,-0.0090733343338254,-0.0109479769455243,-0.0134650438982495,-0.0126712569108456,-0.00810957422002545,-0.00627132147667275,-0.0114256892247138,-0.0180083764403483,-0.0179215574833833,-0.0117746411354922,-0.00664519155580834,-0.00531045985274936,-0.00478724303114753,-0.00457695984192696,-0.00865356614591661,-0.0175553230841761,-0.0249923052959797,-0.0257654865629506,-0.0225626090683555,-0.0244294633200821,-0.0248762534050843,-0.024345096354137,-0.0218392414161122,-0.0190007236689523,0.148511912636386,-0.0207788156402809,-0.025144061159023,-0.0283157171348747,-0.0273572999389932,-0.0219699245551395,-0.0148779591194884,0.00931373480506625,0.015843010583291,0.0187525136948947,0.0189351463045959,0.016970306917969,0.0149139315614661,NA,NA,NA,NA,NA
Thunnus_obesus,1,-0.0112246987573617,-0.0291459515292076,-0.0317113565231759,-0.0214374877087549,-0.0167224139627407,-0.0259842275973221,-0.035440619360009,-0.0283590582559143,-0.00830137512760576,0.00623287716819565,0.00597640878573724,-0.00113814772946874,-0.00524414243636651,-0.00596145569252027,-0.00513398499440632,0.000637501874637625,0.0120151170460741,0.0193876019632002,0.0140921678795292,0.00277681161225951,-0.00169387306009439,-0.00240432429208282,-0.0168568631444437,-0.0485676459503712,-0.0749030431881081,-0.0349030624230702,-0.0243259094280051,-0.0207780167773768,-0.0279198852665177,-0.0318970946712573,-0.0217126241631549,-0.00486829005034828,0.00423298907521996,0.00418127911071053,0.00577061962829806,0.0144384905604413,0.022660418598746,0.0211485147558372,0.0112795178623575,0.00287302362263198,NA,NA,NA,NA,NA,NA
Sardinops_sagax,1,-0.024544662860297,0.0221200209560068,0.0356686747346346,-0.0112667912366112,-0.0935732269571968,-0.166409327019021,-0.208307095680324,-0.217116008155022,-0.182092727020205,-0.0912264868442139,0.0320083735465262,0.128297035204062,0.205474573644252,-0.0443081625681886,0.0563381707910192,0.110357393271103,0.150775735189529,0.152930687680328,0.168959649251445,0.105668672211005,-0.00995372697655326,-0.00138420970002026,0.0200406107859052,0.0252318022587968,0.0160542184765587,0.0193342130211563,0.0395828626512964,0.0501571619073401,0.0399995860264269,0.0367913908371605,0.0599817165438336,0.0745603074832102,0.0279651183483614,-0.0720571322422092,-0.152500137664733,-0.27352507348881,-0.165341983665872,-0.0362559120347674,0.067224210432447,0.149154249151673,0.200137992415611,NA,NA,NA,NA,NA
