"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,-0.0809121972157262,-0.00181353902787862,0.0333261483154509,-0.0381224007656546,-0.0241577796923935,-0.0244580604085978,0.0124939226574532,0.01699034920432,0.0173592705893011,0.018040066950746,0.00813892904962821,0.00966642733488481,0.0100320218857162,-0.0113156682337943,-0.0169333382117093,-0.0189678488132808,-0.012342720963198,0.0238187235648773,-0.0076493143680523,-0.0507478531354725,-0.0467086408343544,-0.0176847586016347,-0.0378099549909322,-0.0285753062187181,-0.0290422892389923,-0.0083349600766461,-0.00258686291866852,0.00436786657518746,-0.0166368560919942,-0.07829610496038,0.0527245330384146,0.0214138032386496,0.01411458745332,0.0357819981744213,0.0437795819530101,0.0250961014301532,-0.0392791371872337,-0.0305540952020878,-0.0303998704074381,-0.0413010977863203,-0.00187685389159113,-3.42213940670947e-05
