"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,-0.0160404511886098,-0.000376049214597366,-0.00506367155113887,3.44941829032449e-05,-0.00530852389415156,-0.0103792317925906,-0.00784949541014455,-0.00824106058556874,-0.0119309390479958,-0.014431890361498,-0.000699880694341066,0.00449362770952657,1.20649816402619e-05,0.127330889751024,-0.0218035253094018,-0.0198431007521834,0.0497582118852801,-0.0236198112968855,-0.0332538937177432,-0.00163110299814291,-0.081417303246669,-0.052999086874554,0.0697493693732897,0.0340972336076006,0.00617115027068097,-0.00747099683165241,-0.00790564770956147,-0.0186616509916272,0.00066435240095815,-0.00238546294573633,0.0521122501682265,-0.00892292152637259,0.0543508657215496,0.0282976759054762,-0.0381258619387162,-0.00733433245716992,-0.0536334510378721,0.0201433544300911,-0.0210308262190391,0.0134090287548018,-0.0741975766239225,-0.0369211471581665,-0.0429713522293868,0.103789380790222,0.0670621661267018,0.0382827364032723,-0.0186698422812756
