"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997"
1,-99,-99,-99,-99,0.107585957041751,0.107585957041751,0.0499896910876596,-0.00120680987747357,-0.00120680987747357,-0.00120680987747379,-0.00120680987747335,-0.00120680987747357,-0.00120680987747357,-0.00120680987747379,-0.00120680987747357,-0.00120680987747357,-0.00120680987747357,-0.00120680987747357,-0.00120680987747379,-0.00120680987747335,-0.00120680987747357,-0.00120680987747357,-0.00120680987747379,-0.00120680987747357,0.0531332182041639,-0.0582667311624607,-0.0227432625186799
